ext,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS
iapifmceeokikomajpccajhjpacjmibe,1,0,0,1,0,0,1,1,1,0,1,0
mejgpalbcgoooijaoomkcmcjeihhlehf,1,0,0,1,0,0,0,1,1,0,1,0
agcejeeiigfekoodkjcedgejbcnmegcn,1,0,0,0,0,1,1,1,1,1,1,0
hgmoccdbjhknikckedaaebbpdeebhiei,0,0,0,1,0,0,1,1,1,0,1,0
hedanepfcnfddeelaebabpbgmidfkkac,0,0,0,1,0,0,1,0,0,0,1,0
afjapjagmajnlpndkenfhbpkempkclbb,0,0,0,1,0,0,1,1,0,0,1,0
oggiagogblgafoilijjdhcmflgekfmja,1,0,0,1,0,0,0,1,1,0,1,0
lhgadannddhdpkfhfjjgcpdjhpmjhkfm,1,0,0,1,0,0,1,1,1,0,1,0
nmcpliniiebkbdehpgicgfcidgkpepep,1,0,0,1,0,0,1,1,1,0,1,0
nbmamkkmnnephbajapijnphoocknfhmd,1,0,0,0,0,0,1,1,1,0,0,0
noaijdpnepcgjemiklgfkcfbkokogabh,1,0,0,1,0,0,0,1,1,0,1,0
ibnagokeocfghiajgaecnhlkbfmammda,0,0,0,0,0,0,1,1,1,0,0,0
gjnfedompndjcoeannmcppbckbkjhpkd,1,0,0,1,0,0,1,1,1,0,1,0
olfdaaodhngodpnnoahamgfnndipjopi,1,0,0,1,0,0,1,1,1,0,1,0
mcbpblocgmgfnpjjppndjkmgjaogfceg,1,0,0,1,0,0,1,1,1,0,1,0
cpjikgcdmhfnmaiibplplldlchbjejel,1,0,0,1,0,0,1,1,1,0,1,0
ncbicbgeegipcfhebdekkdlekodpmone,0,0,0,0,0,0,0,1,1,0,0,0
dghkhbmpagbapkadlehcicngkldfieln,1,0,0,1,0,0,1,1,1,1,1,0
beegfnmknkfjdnajgannnpiipandjpgo,1,0,0,0,0,1,1,1,1,1,1,0
gfkpklgmocbcbdabfellcnikamdaeajd,1,0,1,1,0,1,1,1,1,0,0,0
jkaedhaeddmnmeaogfnbgmmmhlbiljme,1,0,0,1,1,0,0,1,1,1,0,0
nojdofjkkahhdklccleaaeinfklmlaga,1,0,0,1,0,0,1,1,1,0,1,0
nbgkpgakinbjdcdeblmehaggdgojjobo,1,0,0,0,0,0,0,1,1,0,0,0
mfdbamkphjbmacjbmaipkdicefagjjlp,1,0,0,1,0,0,0,1,1,0,1,0
jideeoohmdkjkdajphimehppehaieaek,1,0,0,0,0,1,1,1,1,1,1,0
iojaoainolpgkpojokmeclhidjolocci,0,0,0,1,0,0,1,1,1,0,1,0
jgffdfnjjdggdfceegfjdapnjkbjfmca,1,0,0,1,0,0,1,1,1,0,1,0
bakaphloijegjkaiekokeoffjnjocahn,0,0,0,1,0,1,1,1,1,0,0,0
bmjdkiphkpkjkicjjgelklhkpbpfiogb,0,0,0,0,0,0,1,1,1,0,1,0
fkpmnnhidikdcfbdgmgnmbakjoadnpie,1,0,0,0,0,0,1,1,1,0,0,0
maekfnoeejhpjfkfmdlckioggdcdofpg,1,0,0,1,0,0,1,1,1,1,1,0
gbiklpemkdaflnaccggflaekdlfilmlf,1,0,0,0,0,1,1,1,1,1,1,0
admokidfeboogldpfhheflggdligklpl,0,0,0,0,0,0,1,1,1,0,1,0
aggkaaocjganbkpebcifmphkiphajdel,1,0,0,1,0,0,0,1,1,1,1,0
hnpnmejpeohnifipibkeefnhfgeleghi,1,0,0,1,0,0,1,1,1,1,1,0
bdeamonfdkjimcbapdhkplhnombekgmn,1,0,0,1,0,0,1,1,1,0,1,0
flekfomjompenmnbldbgkdgpmdagmpoi,0,0,0,0,0,0,1,1,1,1,0,1
dhhpefjklgkmgeafimnjhojgjamoafof,1,0,0,1,1,0,1,1,1,1,1,0
lckmeckmnopdeeelhglffajlfgodhoad,1,0,0,0,0,0,1,1,1,0,0,0
ehbhfpfdkmhcpaehaooegfdflljcnfec,0,0,0,1,1,0,1,1,1,0,0,0
mofbjpedmdgclbmpgjoboblbppnmgpol,1,0,1,1,1,0,1,1,1,0,1,0
dapfmaempgppekcneleonmpoebhkfaol,1,0,0,1,1,0,1,1,1,0,0,0
cfggeljmpggjjdfpipicpdmnbngghkfg,1,0,0,1,0,0,0,1,1,0,1,0
pofmccdeklficjbohkhmnjkmpppemhio,0,0,1,0,0,0,1,1,1,0,1,0
bigfgeehfoenaimkoohnokeeideaomnd,1,0,0,1,0,0,1,1,1,0,1,0
jgllchbkhjeiaombmpkapalbmpolmelp,1,0,0,1,0,0,1,1,1,0,1,0
hlngmmdolgbdnnimbmblfhhndibdipaf,0,0,1,0,0,0,1,1,1,0,1,0
giccehglhacakcfemddmfhdkahamfcmd,1,0,1,1,0,1,1,1,1,0,1,0
bdnobddpgjhaenonjkngfhcknndajiia,1,0,0,1,1,0,1,1,1,1,1,0
dkjggcigbjhapffcjbmbgbbffgobfeol,1,0,0,1,0,0,1,1,1,0,1,0
ffpgaakakoiafckdeoflmiipnjencpnj,0,0,0,0,0,0,1,1,1,0,1,0
cbagleaaaocejmdeichhdkmjebpljckh,0,0,0,0,0,0,1,1,1,0,1,0
lkajmcoiapfmpcmiecjjejjpajpijbnp,0,0,0,0,0,0,1,1,1,0,1,0
eaeedemddlledlghhjebjgdmhjekgegd,1,0,0,1,0,0,1,1,1,0,1,0
kofahhnmgobkidipanhejacffiigppcd,0,0,0,0,0,0,1,1,1,1,1,0
cmjihoeplpkmlmbbiiognkceoechmand,1,0,0,1,0,0,1,1,1,0,1,0
paponcgjfojgemddooebbgniglhkajkj,1,0,0,0,0,0,1,1,1,0,0,0
eokjikchkppnkdipbiggnmlkahcdkikp,1,0,0,1,0,0,1,1,1,0,1,0
meeijplnfjcihnhkpanepcaffklobaal,0,0,0,0,0,0,1,1,1,0,1,0
fkfehdnondfhgkechihgejkcnkhdbfna,1,0,0,1,0,0,1,1,1,0,1,0
fmeihfaddhdkoogipahfcjlicglflkhg,0,0,0,0,0,0,1,1,1,0,1,0
chdmkeeecofpljchimdkliaknhaibkgm,1,0,1,1,0,1,1,1,1,0,0,0
dbfipcjecamggjfabeaclacjoohfjhhn,1,0,1,1,0,1,1,1,1,1,0,0
ancooclifmcdfafbgjmgpmcembfaknka,1,0,0,1,0,0,1,1,1,0,1,0
mkhnkiafjghfjohdjjabfmaddpedbjii,0,0,0,1,0,0,1,1,1,0,1,0
ccoandmmhdbepejjfhlimekeeamdkgkj,0,0,0,0,0,0,1,1,1,0,0,0
eobpccgcmekkhidcgneehbcgkmbmjiad,1,0,0,1,0,0,0,1,1,0,1,0
oppppldaoknfddeikfloonnialijngbk,0,0,0,0,0,0,1,1,1,0,1,0
pembnoempgcaclgebonodhljchdmbjhf,0,0,0,0,0,0,1,1,1,0,1,0
pnadcjmfdflpblaogepdpeooialeelno,0,0,0,0,0,0,1,1,1,0,1,0
ckophogmplajjdapfhomdemkomjlnkpp,1,0,0,1,0,0,0,1,1,0,1,0
pamfkmlimebecnfjoikmacloehbkhhoj,1,0,1,1,0,1,1,1,1,0,0,0
hnlonillhoifflkeblghhphdonfgbhdi,0,0,0,1,0,0,1,1,1,1,1,0
mfblmhhbadopmchemopfhnonbljgoeoa,1,0,0,1,1,0,0,1,1,0,0,0
lhnljoibfgpbefomnacfcabjpfcihdpb,0,0,0,0,0,0,1,1,0,0,0,0
opdaflkhdoimciegepglnoekjpbfkpgg,0,0,0,0,0,0,1,1,1,0,1,0
efjbaneaebkanjmhengnedpllfdiocin,0,0,0,0,0,0,1,1,1,0,1,0
fmmeapmiaceajgihganackickhkomgla,1,0,0,1,0,0,0,1,1,0,1,0
jbngkbpfcplopniblkndojcmplnjonhm,0,0,0,0,0,1,0,1,1,0,0,0
cfahdpkjihoomfomffdbmamapgdpohoe,0,0,0,0,0,0,1,1,1,0,1,0
kecjnicomgodejgdindglhgpafgeagbg,0,0,0,0,0,0,1,1,1,0,1,0
cnojnbdhbhnkbcieeekonklommdnndci,0,0,0,1,0,0,1,1,1,1,1,0
bdjeogoajilmceaemepogjldihohcgph,0,0,0,0,0,0,1,1,1,1,1,0
nnppckheibflkphjcgmlbiebgjfhgeie,1,0,0,1,1,0,1,1,1,0,0,0
meppjdgndcoeaojgbimpgcaoabehjneh,0,0,0,0,0,0,1,1,1,0,1,0
haanlcfciaeipklkamgianaeodlojaka,1,0,0,1,0,0,1,1,1,0,1,0
deecjbhfakhcegonhediiniinjdgmfie,0,0,0,1,0,0,1,1,1,0,1,0
enelhcfnkabehgjjcfliejjnmlnnmnei,0,0,0,0,0,0,1,1,1,0,1,0
hifegejdodioaafagalekkleffjahagd,0,0,0,0,0,0,1,1,1,0,1,0
fcfhplploccackoneaefokcmbjfbkenj,1,1,0,1,0,0,1,1,1,0,1,0
jjlfibmkaaopacmmbnlimpnghciipjfo,0,0,0,0,0,0,1,0,0,1,0,0
nlgdemkdapolikbjimjajpmonpbpmipk,0,0,0,0,0,0,1,1,1,0,1,0
infnlhnhibphpaljmnnadaldibggkokb,0,0,0,0,0,0,1,1,1,0,1,0
bjojfeillmmoeadgobbcknkgdkngbcdb,1,0,0,1,0,0,1,1,1,1,1,0
lffepicekmmcedjmmgdeaedjcccoddln,1,0,0,1,0,0,0,1,1,0,1,0
gfjhgbminfcnafnbkbljbmkdlelileon,1,0,0,1,0,0,0,1,1,0,1,0
mhmbafldmkcelmmajeeiofodoakdooag,0,0,0,0,0,0,1,1,1,0,1,0
ljblpbnhpnnkjkeilohccngpjmjhifkj,0,0,0,1,0,0,1,1,1,0,1,0
ggcihihkaidbkkolahhliaaepdjhngli,1,0,0,1,0,0,1,1,1,1,1,0
gbiddodjfedcfaomleolekbgkidagkci,1,0,0,1,1,0,1,1,1,0,1,0
hcjmodfnboiobnpmgaogpmhdflekmmfj,1,0,0,1,0,0,1,1,1,0,1,0
dbcdnhfnlpncjompeodddgcbcnloadij,1,0,0,1,0,0,1,1,1,0,1,0
lhdoppojpmngadmnindnejefpokejbdd,0,0,0,0,0,0,1,1,1,0,1,0
djohekcenmdagbolgaiiphdnmhgmpllk,0,0,0,0,0,0,1,1,1,0,1,0
fkldbnpbhlfnojchklcaelhmilhdahdb,0,0,0,0,0,0,1,1,1,0,1,0
dmpijmfccegflbiajdonednimipimfih,0,0,0,0,0,0,1,1,1,0,1,0
dimhoeapaflcombeodiooeljbfnilibn,1,0,0,1,0,0,0,1,1,0,1,0
khclkgjdjddedohnomokbhinlmpclick,0,0,0,1,0,0,1,1,1,0,1,0
jockdhaiecgpapioakjnhglihnakmnco,1,0,0,1,0,0,1,1,1,1,1,0
ghgjnfokjgenlpnjcobcnelemicbhbbb,0,0,0,0,0,0,1,1,1,0,1,0
ejfgcoabhgdgaafjeindjmegacbklcin,0,0,0,0,0,0,1,1,1,0,1,0
kmdhdfngeaifhooibplgfdpaniangcdp,0,0,0,0,0,0,1,1,1,0,1,0
mjkgnnkmajendogpcbkplbpbcmehgeho,0,0,0,0,0,0,1,1,1,0,1,0
bflnikhnacfoigaiialbebnickpcopao,0,0,0,0,0,0,1,1,1,0,1,0
ppbjpbekhmnekpphljbmeafemfiolbki,1,0,0,1,0,0,0,1,1,1,1,0
gejhlimpekolibglangfmpnnidcgdhkj,1,0,0,1,0,0,1,1,1,0,0,0
ndaciljfdnekbnmcpjidoebejglcjidc,1,0,1,1,0,0,1,1,1,0,1,0
pfcfmbpfgfnlhfbccgddiilfdmdlhdom,0,0,0,0,0,0,1,1,1,0,1,0
iibpgpkhpfggipbacjfeijkloidhmiei,0,0,0,0,0,0,1,1,1,0,1,0
fifpplekdhefibimncnkacmciffolfaf,1,0,0,1,0,0,0,1,1,0,1,0
kihfiakeknomnfdnmbdljdpiekcdagnd,0,0,0,0,0,0,1,1,1,0,1,0
hnmcofcmhpllkdkncnofkjdlpieagngg,0,0,0,0,0,0,1,1,1,0,1,0
nbpbjchgemnjhcpomnbjkkcfloafbema,1,0,0,1,0,0,1,1,1,1,1,0
hmigninkgibhdckiaphhmbgcghochdjc,1,1,0,1,0,0,1,1,1,1,1,0
gcngciildkejiapchdgpcniflijoiadf,0,0,0,0,0,0,1,1,1,0,1,0
aedipmheomnpcbgmanofhaccebgapije,0,0,0,0,0,0,1,1,1,0,1,0
acacmjcicejlmjcheoklfdchempahoag,0,0,0,0,0,0,1,1,1,0,1,0
hmggjocpafbpjdhoknaneokaklekakeh,1,0,0,1,0,0,1,1,1,0,1,0
cciblhdjhpdbpeenlnnhccooheamamnd,0,0,0,0,0,0,1,1,1,0,1,0
fboooimhlkokogeflkegeecjkhifgkld,1,0,0,1,0,0,1,1,1,0,1,0
mhimpmpmffogbmmkmajibklelopddmjf,0,0,0,0,0,0,1,1,1,0,1,0
cpgamigjcbffkaiciiepndmonbfdimbb,1,0,0,1,0,0,1,1,1,0,1,0
jckgkffefmgcnbaimdmeoelgpjefpljh,0,0,0,0,0,0,1,1,1,0,1,0
ajelnjmnjnchimodkgnhalconepoiodf,1,0,0,1,0,0,0,1,1,1,1,0
hfdcnkibncblhahlbdiajhpbmolmlfdc,0,0,0,0,0,0,1,1,1,0,1,0
gpmodmeblccallcadopbcoeoejepgpnb,0,0,0,0,0,0,1,1,1,1,1,0
lmepjnndgdhcgphilomlfekmgnnmngbi,1,0,0,1,0,0,1,1,1,1,1,0
pnhplgjpclknigjpccbcnmicgcieojbh,1,0,0,1,0,0,1,1,1,1,1,0
ehhlabbajneoafjedaaogkmpeaclepdl,0,0,0,0,0,0,1,1,1,0,1,0
dcoegfodcnjofhjfbhegcgjgapeichlf,1,0,0,1,0,0,1,1,1,0,1,0
jcglapefdggmbmnlnmijdmkahmiaconb,0,0,0,0,0,0,1,1,1,0,1,0
cdbilffelgliafnclliijhbcgkijhegc,1,0,0,1,1,0,0,1,1,0,0,0
jfocolikmfgljlbblhgpkcjlpehnapkm,1,0,0,0,0,0,0,1,1,0,0,0
gdniinfdlmmmjpnhgnkmfpffipenjljo,0,0,0,0,0,0,1,1,1,0,1,0
fbehneehbojmfglgfccgkaegpnnaagkk,0,0,0,0,0,0,1,1,1,0,1,0
ooabeiokdegbfcebhjgmoaeolncnidda,1,0,0,1,0,0,0,1,1,0,1,0
fkkjecpbakmcejadagjnenogkdabmbep,0,0,0,0,0,0,1,1,1,1,1,0
jjfknbejnpjndceceeefmofphphjiamb,1,0,0,1,0,0,0,1,1,0,1,0
ojmdgniicplehoccoggghbgcliebalhj,1,0,0,1,0,0,1,1,1,0,0,0
enmpooegjbnbhifdpapjknlbjefnlnja,0,0,0,0,0,0,1,1,1,1,1,0
jdngjbjpnclpehccomgeeabplgebiilb,0,0,0,0,0,0,1,1,1,0,1,0
oggljfcldhdcoemgnamdaaaofaenefni,1,0,0,1,0,0,1,1,1,0,1,0
inmiajapbpafmhjleiebcamfhkfnlgoc,1,0,0,1,1,0,1,1,1,1,1,0
iahnhfdhidomcpggpaimmmahffihkfnj,0,0,0,0,0,0,1,1,1,0,1,0
jcdphapppmamdakdmglglcodakpgngpb,0,0,0,0,0,0,1,1,1,0,1,0
flnkogfheemakepeokbheholhfhgcbae,0,0,0,0,0,0,1,1,1,0,1,0
lpopeocbeepakdnipejhlpcmifheolpl,1,0,0,1,0,0,1,1,1,0,1,0
iglemljkbocdodbincahibnabahledap,0,0,0,0,0,0,1,1,1,0,1,0
bkijmpolkanhdehnlnabfooghjdokakc,1,0,0,1,0,0,1,1,1,0,1,0
cdekoedbjfnphghkflcedogmamcoocbi,0,0,0,0,0,0,1,1,1,0,1,0
fdlhpibblejjknbopdpgdnegbkdlnfjj,0,0,0,0,0,0,1,1,1,0,1,0
echcbgpcbpnpjdnpckmomhdjgecifbaa,1,0,0,1,0,0,1,1,1,0,1,0
cfaihfocdnniaholfnjcemnfhcjchohb,0,0,0,0,0,0,1,1,1,0,1,0
bbiombdljoojchphdopchhnfgmmehlmo,1,0,1,1,0,1,1,1,1,0,1,0
leebpoidhlfgjiepgjfafdbnlpnpmfod,0,0,0,1,0,0,1,1,0,1,1,0
hkjmjcmlaoidmlpbmdogcklanooafpne,1,0,0,1,0,0,1,1,1,0,1,0
ajhjceahpkobcfnkannabcaclanakpnf,1,0,0,1,0,0,0,1,1,0,1,0
biifbpljkjdpdfioebhhpcbiehhcckop,1,0,0,1,0,0,0,1,1,0,1,0
bjchdihmmgfbfheblpmfpaojmjchdioi,1,0,0,1,0,0,0,1,1,0,1,0
onoikhlhmdeedciolpflhgpgkhihbjdl,1,0,0,1,0,0,1,1,1,0,1,0
njpgcnaadikbannefjibknjopmogeidm,0,0,0,0,0,0,1,1,1,0,1,0
mbhkdmjolnhcppnkldbdfaomeabjiofm,0,0,0,0,0,0,1,1,1,0,1,1
kbamepankdbpdkfbljoemkpokhboebeb,1,0,0,1,0,0,1,1,1,0,1,0
lplkfhejccpkianaolcggdfefnlppbac,1,0,0,1,0,0,0,1,1,0,1,0
pifbikkadjogefgbgeddhihjfjboehom,0,0,0,0,0,0,1,1,1,0,1,0
ebagfmobaebiaadmfealidokakokhndl,1,0,0,1,0,0,1,1,1,0,1,0
kljefmgondidjmjicifipgglpekgjddm,1,0,0,1,0,0,1,1,1,0,1,0
nfmkaonpdmaglhjjlggfhlndofdldfag,0,0,0,0,0,0,1,1,1,0,1,0
efcapamiilmdfbbilogcddbdckjhpajj,1,0,0,1,0,0,0,1,1,0,1,0
mippmhcfjhliihkkdobllhpdnmmciaim,1,0,0,1,0,0,1,1,1,0,1,0
idhghjodolinkdhibgfgfoceackpcjfl,0,0,0,0,0,0,0,1,1,1,0,0
mgpmhcojclbiadldcpdfhejcncdcghoi,0,0,1,1,0,0,1,1,1,1,1,0
dhgghnilhaagniaobpgchofklmlmfifo,1,0,0,1,0,0,1,1,1,0,1,0
pfkpgccmeafapmchhknifkncoehlnnfj,0,0,0,0,0,0,1,1,1,0,1,1
pejhbjnfifdecpkgcjhgmcaphdobmiie,1,0,0,1,0,0,1,1,1,0,1,0
fpneimadkgmbkijjeomfgchpbjblepnp,0,0,0,0,0,0,1,1,1,1,0,0
khpbaggebmegoocfoapahhdgjepfinok,0,0,0,0,0,0,0,1,1,0,1,1
ibgcfjpjkenifoodgneppodehmkbaefp,1,0,0,1,0,0,1,1,1,0,1,0
gbilbeoogenjmnabenfjfoockmpfnjoh,1,0,0,1,0,0,1,1,1,1,1,0
leakgmkipjfnmnacgakpggmilnhlmbcg,1,0,0,1,0,0,0,1,1,0,1,0
dofilojkogcnamnghamnjdgjkhgbledc,1,0,0,1,0,0,1,1,1,1,1,0
ocginjipilabheemhfbedijlhajbcabh,0,0,0,0,0,0,1,1,1,1,0,0
cnlaenhekjagkfjaglgfffkdblmddnnn,1,0,0,1,0,0,1,1,1,0,1,0
pkmdjabelopohmbkdehdanmkpoobecca,1,0,0,1,0,0,1,1,1,0,1,0
nepgdloeceldecnoaaegljlichnfognh,1,0,0,1,0,0,1,1,1,1,1,0
olknjonadmjdeaneiggmheccpbjagjok,1,0,0,1,0,0,0,1,1,0,1,0
ljfafhkjifmbnflpbpeoepeponlkodel,0,0,0,0,0,0,1,1,1,0,1,0
fiabciakcmgepblmdkmemdbbkilneeeh,1,0,0,1,0,1,1,1,1,1,1,0
jbfgmfpakhabhhpefblmehnadjjkadna,1,0,0,1,0,0,1,1,1,1,1,0
nifbodffbcmhmiijjbppajmifbcffcmd,1,0,0,1,0,0,1,1,1,0,1,0
mnpgeapkjfpkamgeghldedbifmofackf,1,0,0,1,0,0,1,1,1,0,1,0
idakfiahffeejfhghndaboolmmhbnepn,1,0,0,1,0,0,1,1,1,0,1,0
dpjfjjogncmalibegalebgbnfigonomb,1,0,0,1,0,0,1,1,1,1,1,0
lhilgoaocinoookmbecacpekpkphbdbe,0,0,0,0,0,0,0,1,1,0,0,0
djcobamaplcmhmaocomnkfdbcoiggepo,0,0,0,0,0,0,0,1,1,0,1,1
fkhoimdhngkiicbjobkinobjkoefhkap,0,0,0,0,0,0,1,1,1,0,1,0
gcbbaikjfjmidabapdnebofcmconhdbn,1,0,0,1,1,0,1,1,1,1,0,0
bbbnbmpdkfkndckfmcndgabefnmdedfp,1,0,0,1,0,0,1,1,1,0,1,0
aibijjpbpgdfedkjfhklandchokjjnff,1,0,0,0,0,0,0,1,1,0,1,0
cgmnfnmlficgeijcalkgnnkigkefkbhd,1,0,0,1,0,0,1,1,1,1,1,0
eblnlelbhacfliafbpolhdeogpolchoi,1,0,0,1,0,0,0,1,1,1,1,0
nnffbdeachhbpfapjklmpnmjcgamcdmm,0,0,0,0,1,0,1,1,1,0,1,1
hhfefdiablijkjnbkmdfbopiimjilchh,1,0,0,1,0,0,1,1,1,1,1,0
nglnlobgejahfjjoihkimclmjiomdikj,1,0,0,1,1,0,0,1,1,1,0,0
hdjhnhajlgeijccgeepomnhpobohcloh,1,0,0,1,0,0,1,1,1,0,1,0
hokofmgcicpnjchllaccgedmmmbbnbmf,0,0,0,0,0,0,1,1,1,0,1,0
jaeoaaennpljipamineocgopmncgfnpj,1,0,0,1,0,0,0,1,1,1,1,0
gmpljdlgcdkljlppaekciacdmdlhfeon,1,0,0,1,0,0,1,1,1,0,1,0
ekjhggmngmlemlalphejlafdmldloanb,1,0,1,1,0,0,1,1,1,0,1,0
hacipeapgflkjkgagibkacedobcaenck,1,0,0,1,0,0,1,1,1,0,1,0
eihngcominhnmnhnhnhkhebkkdnncimn,0,0,0,0,0,0,0,1,1,0,0,0
nmpijkpfmjfkombfkdckhdehooadcpao,1,0,0,1,0,0,0,1,1,1,1,0
cdcgbgnfhhdmdkallfmlachogpghifgf,1,0,0,1,0,0,1,1,1,0,1,0
ajbjengbfoempacdbhkepbenlacfgnca,0,0,0,0,0,0,1,1,1,0,1,0
ignkhlhlaoifkkgfojaefffeomlhamha,1,0,1,1,0,1,1,1,1,0,1,0
poliinbejkeohgkakcjhnidgbalekdnj,1,0,0,1,0,0,1,1,1,0,1,0
pahfpfcfakjnfjgknppagnmajidhakea,1,0,0,1,0,0,1,1,1,1,1,0
aaeapgfkbbbdpbfjmpcblemfajmkiddh,1,0,0,1,1,0,1,1,1,0,1,0
lbnaaiagjdnialejpejfbiofmdceakjd,1,0,0,1,0,0,1,1,1,0,1,0
iilgmcbpligpakmmcghpkebhjnmoocli,0,0,0,0,0,0,1,1,1,0,1,0
gjknjjomckknofjidppipffbpoekiipm,1,0,1,1,1,0,1,1,1,0,1,0
neeffmoabgnncngnokbjnpfkfnmljjkp,1,0,1,1,0,1,1,1,1,1,1,0
dilkdnaihnkfembidikggnigimnbjcjn,1,0,0,1,0,0,1,1,1,0,1,0
ooliejnanmkmfamajdfidknhaklmiedd,0,0,0,0,0,0,0,1,1,1,0,0
djalaeippddcgflofefafkgijpefkjef,1,0,0,1,0,0,0,1,1,0,1,0
epgmcckfgaolkhoknnjldeffnggemfab,0,0,1,0,0,0,0,1,1,0,0,0
anlebgknmofbanplmaphgacnjddijdjj,1,0,0,1,0,0,1,1,1,1,1,0
geokkpbkfpghbjdgbganjkgfhaafmhbo,1,0,0,1,0,0,0,1,1,1,1,0
cdonnmffkdaoajfknoeeecmchibpmkmg,1,0,0,1,0,0,0,1,1,0,1,0
lbgoadondhcaigdkciejdegkgambbkne,1,1,1,1,0,0,1,1,1,0,1,0
aoomhecnemapdfegmfeeljedkclnggnm,1,0,0,1,0,0,1,1,1,0,1,0
aemffjkmgcepimloclpkecifcnipnodh,1,0,0,1,0,0,1,1,1,0,1,0
hobdeidpfblapjhejaaigpicnlijdopo,1,0,0,1,0,0,0,1,1,0,1,0
mcidendbndlekegaphipeeoaemckemhm,1,0,0,1,0,0,1,1,1,0,1,0
hmafjphdklmdjfcnljjeonfpgafanjjc,0,0,0,0,0,0,1,1,1,1,0,0
ficgojolbnidcdnadicfoldjhaecfmke,0,0,1,0,0,0,1,1,1,0,0,0
likadllkkidlligfcdhfnnbkjigdkmci,1,0,0,1,0,0,1,1,1,0,1,0
ngkjielajlecigijlijjkhkhlhmmcgfh,1,0,0,1,1,1,1,1,1,1,1,0
kobbebjdlkjcdbnnonblhfofcajfkigj,1,0,1,1,0,0,0,1,1,0,1,0
cogmkaeijeflocngklepoknelfjpdjng,1,0,0,0,0,0,1,1,1,0,1,0
klbodegekkpgiplaadabcmepfpcbeheg,1,0,0,1,0,0,1,1,1,0,1,0
ofihldbgiamocahfajcndceojpeiomph,1,0,0,1,0,0,0,1,1,1,0,0
bomfdkbfpdhijjbeoicnfhjbdhncfhig,1,0,0,1,0,0,1,1,1,0,1,0
nmjkigkaldmpcikbeilekkipgpnlaenl,1,0,0,1,0,0,0,1,1,0,1,0
idpfgkgogjjgklefnkjdpghkifbjenap,1,0,0,1,0,0,1,1,1,0,1,0
hgeljhfekpckiiplhkigfehkdpldcggm,1,0,0,1,0,0,1,1,1,1,1,0
blgcbajigpdfohpgcmbbfnphcgifjopc,1,0,1,1,0,0,0,1,1,1,1,0
cpeibafomgoodfgboaalgjbbkdhhppln,1,0,0,1,0,0,1,1,1,0,1,0
ndneacmpkcghablknbeiiopilgeomhon,1,0,0,1,0,0,0,1,1,1,1,0
bmbdcffdhebhecemcchbkfnjlmdiiepe,1,0,0,1,0,0,0,1,1,0,1,0
fgmbnmjmbjenlhbefngfibmjkpbcljaj,1,0,0,1,0,0,1,1,1,1,1,0
jinalojeaecnfjefpehkibbenhbdgdip,1,0,1,1,0,0,0,1,1,0,1,0
eefoinodjigoedmfjkbikmdhecggljgc,1,0,0,1,0,1,1,1,1,0,1,0
ihhllachgimmobopggdgbknfodhkkjbn,1,0,1,1,0,0,1,1,1,1,1,0
gddbgllpilhpnjpkdbopahnpealaklle,1,0,0,1,0,0,1,1,1,0,1,0
lkeokcighogdliiajgbbdjibidaaeang,1,0,0,1,0,0,1,1,1,0,1,0
ibkdocnpanhgcbbfadninaflpgjecmod,0,0,0,0,0,0,1,1,1,1,0,0
gnonhflkapkldnogkjpbbfeejikjaccl,1,0,0,1,0,0,0,1,1,0,1,0
gmegpkknicehidppoebnmbhndjigpica,1,0,1,1,0,0,1,1,1,0,1,0
dilhiaglineedflbepfjbbllkakcjjlc,1,0,0,1,0,0,1,1,1,0,1,0
oiigbmnaadbkfbmpbfijlflahbdbdgdf,1,0,0,1,0,0,1,1,1,0,1,0
fdjamakpfbbddfjaooikfcpapjohcfmg,0,1,1,0,0,0,1,1,0,1,0,0
kbbdabhdfibnancpjfhlkhafgdilcnji,1,0,0,1,0,0,1,1,1,0,1,0
fkoplomeapglnfadekcaamlehndlpkfa,0,0,0,0,0,0,1,1,1,0,1,0
ilgkaggfllbomabebbgkibkmbloibgfd,0,0,0,0,0,0,1,1,1,1,0,0
aofdjdfdpmfeohecddhgdjfnigggddpd,0,0,0,0,0,0,1,1,1,0,1,0
enjcphliddmdkmgolkmkkkdnldidhgml,1,0,1,1,0,0,0,1,1,0,1,0
fecgfpkegdeldgcjnmhbglffblmlhkpn,1,0,1,1,0,0,1,1,1,0,1,0
gceoeagflnkocnpheocifafncldfpmnk,1,0,0,1,0,0,1,1,1,0,1,0
kfhkikpdmehlpkaiplafjkaicdljldcf,1,0,0,1,0,0,1,1,1,1,1,0
ebhbfiflelekbniellijgdacnbpakeno,0,0,0,0,0,0,1,1,1,0,1,0
knnahnemielbnanghaphjgheamgcjjcb,1,0,0,1,0,0,0,1,1,0,1,0
epfcbfnadaigbokbekcipecemoaiaeni,1,0,1,1,0,0,1,1,1,0,1,0
momhdjgjllomgcjcckpkmjnnppboagig,1,0,0,1,0,0,0,1,1,0,1,0
didegimhafipceonhjepacocaffmoppf,1,0,1,1,0,0,1,1,1,0,1,0
hdifogmldkmbjgbgffmkphfhpdfhjgmh,1,0,0,1,0,0,0,1,1,0,1,0
oncaapliomaamlbopdmhmdompfemljhm,1,0,0,1,0,0,0,1,1,0,1,0
