ext,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
bpfjekenbaponfcnlkphcnojnijojcgc,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
ogffaloegjglncjfehdfplabnoondfjo,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,13
fidcileobejjkcaoalcnedmgmnegmoic,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
laepcndcehndnjndpfjdcdgbneoimdgg,Accessibility,1,0,0,1,0,0,0,1,1,1,0,0,5
ggkabodimkagkkhplmpefalopkeapcof,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,1
indjnghmmaigggffjgmnfofblboedeaa,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
knlbmbpafkikdgolegpkaipbdglpjopd,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,13
ndckgndgnnpeaodgopgajneefndknhdi,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,11
hledmlpbeiablkglomlminfemnepgjlp,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,4
klnfdakbkicandmnjmefellfimikceal,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,12
lbmdlngkfaknmfgkpkndloapdhgkmdjo,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,9
pacnollcefnfheghikkhbhodhnplhbdm,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,7
gkmagiadkkhdilnaicdnngcjhmhaeaoh,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
blmpjmeacjnbcbepgdinbjdgklokpecf,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,11
hjaklplhgamnaeednaecldcggmelldcd,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
gkfadfcgdlbpkepcjdcicjjmphgehehk,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,9
namcbnkeoapdnoajhlbdpnmmbkodoakh,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,3
khkgejmkbkekehfpgmgjkekblkeaekol,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,11
kjgfkjidgcfgbabbhjephchohcghcdkf,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,7
chibfimjlfjjldhkplaoagkbnigleddl,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,12
npgcapmdmghagoiccaojjmpgbccicikj,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,7
obbeehkplijogilkjkpkicnanojdckoi,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
kddoggmoopncifmpgnkpchlokmhpeodg,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,4
dlndlacknelkkhombcehoccclpfkpefl,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,7
mhaoldifgpemfhkfalodeglgfbdibppn,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
ngnfljljdnbdhidobodchmblefcjjnhm,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
goageegpmdbgenkgkhfhnnjmgmgboegi,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,9
lmmpgfjnchldhcieiiegcpdmaidkaanb,Accessibility,1,0,0,1,0,0,0,1,1,1,0,0,8
kaolnppbknjoipdbneeopagbajdkceno,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,11
lagjbickhifecpemcgllmlgjdlhpgoko,Accessibility,0,0,0,1,0,0,0,1,1,1,0,0,10
gkhocllodhopahjjdhlldldjapcjifah,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,11
cennnloioiolcaooaomfkplgilogjhdm,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,5
fedgjpgcjenhkgjjjeiapinlopmdpekm,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,9
jdolgjncmhmboklhmacpknglmiibbldg,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,13
alnknpnpinldhpkjkgobkalmoaeolhnf,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,8
ikihjogigckicmhkhkhidkgpdhkglban,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,5
genfpdnjjiipamobbdidnilpfgejfpeo,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,9
hbnomfjbgbbncpnmbgiaijehkpneinoh,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
kahkchahcmjonofkjdgjjhmimlafihec,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
pedikhgldlhhinfcajmpnicfpkbneeeh,Accessibility,0,0,0,1,0,0,0,1,1,1,0,0,4
bgmpjmdignpongmfjpgaikghaajeidid,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
bacmnpkchcoogefhmlaplhjibdncdncj,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
fjbngeppiginhckphonoffahjcoagofd,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,9
mkecpampjhgoeijppnpdlfofhgdflbpi,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,6
bgdcnhpilfaooloolmedfjbndcmobged,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,10
fgepkmmkpkdoppdjenceolgjbdcfiekb,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
injefpjaceggoibnjhpipcpjjmijpcnh,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,2
mfeadbaphkdboefjimcgimepehhfhoco,Accessibility,0,0,0,1,0,0,0,1,1,0,0,0,4
fjjmlofpfnccdaiplopjkgeifgbhiccl,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,6
ihojaakemmfkdpkkenpkhamelcefkfih,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
fgbbojdpcbknbpljoehajmcnaagfglmd,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,12
jmbophfanmlfkloliildahlpnlbojhfi,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,14
olemhlpdoebkeehhjgifmemjdafeikld,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,7
mmodaifhembdmcmgcmmjlfceflekmkoc,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,13
mdcpdmcogdgkpbekadapocipbilcimdb,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
fncgbdbkhdhdcfiohjnbdfebholmhnkh,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
aknndimfdgnfhekgjpjdncaihdnhkilj,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,2
bpeegjbmnbadpdbbeindaekddkbjpffk,Accessibility,1,0,0,1,0,0,0,1,1,1,0,0,7
dpmmngoajnhfhalbmdkglnekmkkijjap,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,10
edinlacgnojogkkkcadcdkiploblligg,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,6
hfahlbiobmiijnjmllfibkafgplnekig,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,7
gmhphigdmhigbmhmmmgdmdhngnifkgki,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,7
bcmemanddhpemopigkingmnkfnkhhook,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
kfmblckgbaegljagmhkfbehjaegcdfap,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,9
mbigoenlkbemdkkjhdpmcbkejihhjbnh,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,7
fhdfgbdjoaleapcmhfophaeigglilbec,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,9
abnhonfioiokelhdappjknfaannlncac,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,9
dpgfbfopkfdfmlfdpmoanamopdnibhkl,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,9
habkpacalccbcaihhpooplpaipkadgnn,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,11
dejmonfcadndjgfgkemabednodepjgni,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,3
kkkbiiikppgjdiebcabomlbidfodipjg,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,13
fpgkpobeljioggngpkfcgpbkpkgnnkob,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,9
caalciblpffjnnakoiijjlikabfjgojp,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,10
ecbpiolkcooebjckakahgmncediogdac,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,14
fndaeaoojfibdcpdkbgdjbmnfmnkkfpb,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,7
jofenlpgnljeofanmmkjgbhifjbkldpo,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,9
pmmdccliaefoekdaijlgnelnngmmemka,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,7
fpjodakfmgcnnepkogoobonfdihmhimc,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,11
japehhmklojagkpdpdnbhemkmmlgpkjn,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
gfflmokgjinhlhnehfjfghdjfmlgjdmg,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,10
ekjnicgdfilmmfobbidlniaeplheohep,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
hnnjogdpjaiihnmldlnhjcdjmnfdimab,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,9
nkolbcgdalnpibknoekkfcallfkcjgng,Accessibility,1,0,0,1,0,0,0,1,0,1,0,0,7
omeglkgaklnjheplmjmmcgodhcnjckdf,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,7
cknndfihoehidelhfijjflfkjlhghgih,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,8
cghmigojnbaajmeigfphpaiepjjhcbpe,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,5
jlkpafdhmdhiahnmcmjejmlidghcobeb,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,7
jhnipmlpomflpekhnamaklehjakhjgnk,Accessibility,0,0,0,1,0,0,0,1,1,1,0,0,8
hiembaoomcehoiehhdldabfgnmphappc,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
aiekcaiobdodkbngemfejhngfecohoad,Accessibility,1,0,0,1,0,0,0,1,0,1,0,0,4
jfalmbalobbiinpgngbokplleoigpilj,Accessibility,0,0,0,1,0,0,0,1,1,1,0,0,7
ppoliijncpdcgddmfibmgnjhegceaadj,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,14
jpainnbkagpaaeepjmibeaoakehpnhgo,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,6
pnkdegpeeajabllbdgnkidfcibiccpmf,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,8
imbllmhaembenfnclmpkclabdalghong,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,8
mpeoelpkgbnhobojpafdpopjkmeodpaj,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
epechikapdipcpfihonkhmnknbjmnlmi,Accessibility,1,0,0,0,0,0,0,1,1,1,0,0,8
enfbeenkpdphfmgngblcghfndcnpopmf,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,8
lhbmajchkkmakajkjenkchhnhbadmhmk,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,4
denkjiefdjoneofcnkebcjcobpedbncj,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,7
iimmeciildnckfmnpbhglofiahllkhop,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,12
celmkpbnnpomiaidojlhopcmhoajhlkl,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,9
gcpgbjkkabhfmadmilbkgnelgpfkaonp,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,9
ikcpihpfchdalcdeilpcfecpllmjiffk,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
kgjhhplpbpppgeiafkjodnphbflnanpb,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
eckpafiagkoboonpihbabhdfbpggnbgm,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,10
nakfjhhmjnfknnbcagfahcmipggbjcpb,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,7
coebpmggeghkaieffhmlfcnoiifhapof,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,14
ddfgbmphgdlpbedlhaedihohmhejonbj,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
pplbkfmlmhipnhgjbdmlpkicnbkalhdp,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,9
ljeofdpgngelfehhpcdgdabkipnjmnpb,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
mfpoaidofndjnakimakdncifilpekbfl,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,11
cjedgkiefphilnnkgmpakjdjehjjgaef,Accessibility,0,0,0,1,0,0,0,1,1,1,0,0,11
ifajfiofeifbbhbionejdliodenmecna,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,13
chekehkknaccdmijecgocbijbbmnibgp,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
eigfbedabacomcacemdnkelnlhgbiacn,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
jmmclllpojjnenbdhgdplnbkepacgjfj,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,6
mijaldpbphfmdpmnacffbdncgdbhpdkh,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,9
gmdhkalbljdblbogfladannflinppnji,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,11
bjdhcabjnhhifipbnopnfpfidkafanjf,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,5
oeicjfkbfahmdklgoollemcahaljgklo,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,4
djeeealmnenojbdmkocimooihdfjblli,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,7
jebmdjgdkkijogdnalmimaofgpdmhigh,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,7
jbojgpjknplnkigdldbaianipkegamfb,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,2
cmfeooimdhjkcoiohoodihbccehncajo,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,3
dmngnclhpbcedbbiplfcdijnimijakdd,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
kdebngmlbblmdebjbgaboobgpeieophl,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,5
ljophmlbljnjodcbogmdogcpclifenpk,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,5
kbaiclajonnmjjgccfpoeflfjbcmkikl,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,2
nhnigpicgneefgfkfpbnmninmomcfkie,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,3
ckfdpdledngoanpiabfilighpglgjdom,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,14
oabcncpmomlmkkeagpphpfncjdmmnipk,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,10
kfmndfnbobcfhakpacjolccbcbhfppej,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,9
ejkplhjdabmobcokfddpgkdlncdgcdgd,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
pcjhcccldgpkaaojjhcpfjpknbcnaoeb,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,2
pcajccpobjkcepfdbnhailoopaiiagli,Accessibility,1,0,0,1,0,0,0,1,1,1,0,0,5
mohlfklopifpekpjlobadiakmabhklek,Accessibility,1,0,0,1,0,0,0,1,1,1,0,0,4
jjeknnigbkhhilfjhoijbddeaihdpmdi,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,13
llcihajgaigeicmdohjkiehbacoiggbh,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,9
loojjnjjfmnmaefhinlahhaegaffjahc,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
iomchefffddaglnekonfihdnccacnjjb,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,9
fkfpnaflphlcmdjbafoniiaidjcccngh,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,4
fckmoocgedngaabgecoenfdgmohhjpdp,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
mfgiiiiafpfcapmfnidgenigejmcolaf,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,4
iolfinldndiiobhednboghogkiopppid,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,3
cefnijegidclnhihhbnomdelbnfcbijn,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,5
eaoehmpaiecpkjibbjjgmmpkeibcgomb,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,8
fmcbineojopoamfhaabogigdbpbklnld,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,12
pmhhbpkkljppfkcbpiapoidhkljjadcj,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,15
ifgeakhabaceobofgjfgdcgecfjijknc,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,3
ackphihcdplfdibilcffipofnekaeoea,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
ofpjaihjnmaccagommbdjhlmbobneohe,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,9
nfljmjligibcncfjdnhnhiafobdfddnj,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,8
kpkcknpojhhbhkpdanbfeiaknjhfmdck,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,12
fbkngleiiccokoifohhjhlagkejlphkj,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,12
hcdeoflfbkpmebldjfkemfhjomgjipgn,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,6
pplkkehghfmdfghoopnelpcofbganpfc,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,13
ddpcgkafbenhbffpphphjolfdmodnjfa,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
lknmkdboinipbkmhiaehcfmmffkmjpke,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,9
eplelpecfibefnfdpnaifldgichdkgij,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,15
lmkahhabmjbajgojojmmcdcdjgpgcihp,Accessibility,0,0,0,1,0,0,0,0,1,1,0,0,10
pjnokokfkejfkcocpenncinijfiaeepj,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
gpgjofmpmjjopcogjgdldidobhmjmdbm,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,3
ikcamkknjfdplkdjjncobgmpciklohjg,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,8
phpinlgpecdaelknbfaenbljidcbhgbe,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
nchkiefgjgoblhgnejemcgfgnfpgmdjm,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
ncmmjllnomaomnpcjlogknlmefjpfdmh,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,11
hfpglafkfedcnnojpioconphfcelcljj,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,15
okhbclgjekhengneikjmefclcojngijf,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
bkpaljhmpehdbjkoahohlhkhlleaicel,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,3
ieaebnkibonmpbhdaanjkmedikadnoje,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,4
hkocmggdccebpnjlalmblmgbbgbnlobk,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,6
ajcdhdekjnodelbjdobjeodhemkkconf,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,3
ieobkbhmljlmkodnhiogjhkjgoongdmn,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,12
gahogncmdbjleklophdcgpbeoeboolbk,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
dmojdkbkmdogbhfonmgodkihaappeepn,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,6
cgdbpnmhhkgaaahpmgmmibiifdegidbl,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,11
chmkmanpkjlafecjpeiflfckalgpofbo,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,15
jjchodckpgecejjbbdedboikbidieebe,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,7
dhbfhdlbkkndcdocnoejneopgjkkodnf,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,7
jahidgfhkihpbdldkjhpcccbaklbblha,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,3
ngnmhichkkkadjknjfbhhoofimmmepgn,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,11
ajabfhplebocnmdcejfleginmigkhjdj,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,6
cheolhficilobbjkgdinaobglkppmckc,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
mbfjokpccbakbnnpklkcginkalkijkan,Accessibility,0,0,0,0,0,0,1,1,1,1,0,0,6
nebpcniblohdgemginackdeilpgcknmm,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,12
fgjpbkpdakjgkgndpophdhjdnkchijjd,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,14
oehnjmhgpdbjiipgeahdfmmbnldakogp,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,4
fbjhgeaafhlbjiejehpjdnghinlcceak,Accessibility,0,0,0,1,0,0,0,1,1,1,0,0,10
oaapcidpakehdcahgphkpoehnmhjfabn,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,8
nokbihopfkicbdenmaeochkbbonimmjj,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,5
lkcampbojgmgobcfinlkgkodlnlpjieb,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,2
hgipnfbocicekiedonjljfceicobdfgo,Accessibility,1,0,0,1,0,0,0,1,0,0,0,0,6
kkgjcknlnbcciacdklmnafmfcfjnpcja,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,11
edcajbacgdcdeecojhlllbgingbjfbmk,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,7
iebboopaeangfpceklajfohhbpkkfiaa,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,9
mdpfkohgfpidohkakdbpmnngaocglmhl,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,15
nibjplbnmmklkfnkpecgbffkifmdbjed,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,8
fobokeococnhobjlfpkoibpjnajichnj,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,9
mpcecjnnfkojdapdkeimdkbfdjidmfdk,Accessibility,0,0,0,0,0,0,0,1,0,0,0,0,3
pejfnhofiobipecfihimnfkhbffgfcba,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,10
pekienofpgmnhgaeommfoemmnimpaelk,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,11
gpnimokaaihgjhgopjkfdkpbckmhckoc,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,7
cmcgilnacfcnkhmeaoinpalpiedbaclb,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,11
hnhaeghfdpjiheefkeoheddoeeioadhp,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,8
jkocjlfoajkdocnfanocjngifhdfhakf,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,7
gahikeojfodidijbfjdfigekphlkcpjm,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
gklfcaofjmilchcphdgbhjeoopdaejje,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,5
dogbgbjckgkpebicolofikcbhgkfkdkg,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,3
embpahkgankomlgihkjdjklnfmoablmb,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,11
fncajcljgocjfbbpmlhbfbbidjobijop,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,13
mjdehbkikkkcnogiikhankanhgjfgljl,Accessibility,0,0,0,0,0,0,0,1,1,1,1,0,13
jmhnkflkeopignflnlamiebjoaalkklf,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,13
njhahfgdehchdahmlbbbbaahkhfmegoh,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,4
fdmmgnabliecegmbnmmihidbnmdjmflh,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,4
mcfacdlgdhekfeonmihigncncdhofbgk,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,7
alaejlmlpgcffloicejpccebbeeibemo,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
icibkhaehdofmcbfjfpppogioidkilib,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
cmepghbdejbphecnknahlhmkfjfcllki,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,6
ceclpkijbnainlkgokhfjaaagiknmkjh,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
ahkepgmbodoebkgfnfppnbgpibgnkanh,Accessibility,0,0,0,1,0,0,0,0,1,1,0,0,11
clcdbeolcdigfefgbhlgghepjfkpdlgi,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,11
fjlajplnhgepoadghdfflbckgfjoncho,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,8
limeoeacpekfcanimjnnbgolggamkogd,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,9
oikfpmlaiejmpdenclhgfcpchjhemnpj,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
jagkgcdoedicdlfmmneblmbimndhagkp,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,13
amcnjejmdfilapnnfgnhnidhkififadk,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,9
eopimnkjhiiigfakbhiehpiacdiolcpc,Accessibility,0,0,0,0,0,0,0,1,1,1,1,0,8
kjafomlgjddlogahodihnhhmlobijdff,Accessibility,0,0,0,0,0,0,0,0,1,0,0,0,7
nkbnlgonoekhmldnihfdpakhhjhmdkbd,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,3
pbnndmlekkboofhnbonilimejonapojg,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,10
kldbgfbmlgoobcahdjlahmpbfcepglof,Accessibility,0,0,0,0,0,0,0,0,0,1,0,0,5
ambiinlkilpoeeolkiklengjdekaihog,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,5
pempolhchcmklhmhghjbmiepkamocddn,Accessibility,0,0,0,0,0,0,0,0,0,0,0,0,9
bhahbhcbkoapdhemlffafjiglbigdodl,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,11
goodnjebkdapcafcdipcnlahdppddahg,Accessibility,0,0,0,0,0,0,0,1,0,1,0,0,6
jgjbkbfgimonbbgbcinofcahnjlnicff,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,11
deoalioklielfbgmlbedenmphhndmmnf,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,12
hlofmmmlhfelbfhcpapoackkglljfcnb,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,9
apaffbbeglodglogdkochmehmmfghaoh,Accessibility,0,0,0,0,0,0,0,1,1,0,0,0,13
pkgbcmdpjlnmngdfjicnkppkkmnaejnm,Accessibility,0,0,0,0,0,0,0,0,1,1,0,0,7
jmcfgfebjmfodjnmgicmkpkbpbfelhki,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,13
apackbelmolgjpdfegmnkpajpdnchkgp,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,11
dncjjffcbonlldfplckbhincdjgbbmae,Accessibility,0,0,0,0,0,0,0,1,1,1,0,0,8
