ext,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS
doejjpejflaoklbclgimmgbkdpakogcb,0,0,0,0,0,0,0,1,3,0,0,0
flkjgacfaglahnhobokbkogkapjimlch,0,0,0,0,0,0,0,0,0,0,0,0
gdgfplcaolbjcgcbibclmbiedcgignae,0,0,0,0,0,0,0,0,0,1,0,0
ggmnmmjaecmnabilobpplklijinifpip,0,0,0,0,0,0,0,7,17,0,0,0
dbkogajmfdphjbnnikgldigaddhdbjlb,0,0,0,0,0,0,0,3,1,1,0,0
edlifbnjlicfpckhgjhflgkeeibhhcii,0,0,0,0,0,0,0,26,15,0,0,0
fmhbbpniicgjhhflgfahjghdacmaijfm,0,0,0,0,0,0,0,0,0,0,0,0
dhclcadjnhmoimnlkbboigmihbebfmdc,0,0,0,0,0,0,0,3,9,0,0,0
goflchmdpidhhepjfpdmjoklebbjggje,0,0,0,7,0,0,0,44,8,0,0,0
dldofgjemhkpilajnlenfijjpkabilcg,1,0,0,1,1,0,0,0,0,1,0,0
fnbhkmkjmdeiammnoicopcdbcieelcmb,0,0,0,0,0,0,0,0,0,1,0,0
ejdhkphhfoaaoooglobbgmpdhlkpjljj,0,0,0,0,0,0,0,3,0,0,0,0
gppbigcoahebbhkhdpdlilkncbedfpbm,0,0,0,0,0,0,0,5,12,1,0,0
eeijegbfohaamdmkoeilfailclkghifk,0,0,0,0,0,0,0,10,3,0,0,0
fplmjaknobdeikmjibdclegiibbapmha,0,0,0,0,0,0,0,12,0,1,0,0
ggbkhgdgpdoonmodblkdlbfcjlmfiacc,0,0,0,0,0,0,0,10,4,0,0,0
gjblbjafihaecbpkfjckmdbjjchgpgdb,0,0,0,0,0,0,0,1,0,0,0,0
feafcnldgdkaeielkndolgflbegokjkb,0,0,0,0,0,0,0,6,4,0,0,0
ecafadojbjpamdlbhdgmfhihdojeekdd,0,0,0,0,0,0,0,0,0,0,0,0
fpkmdincjjgncpbbmeclgbpjmgdehmph,0,0,0,0,0,0,0,12,3,1,4,0
foejkfobkipagoaicljcokpdbdldfmdn,0,0,0,0,0,0,0,0,0,0,0,0
gkmacjbcgflihgjpmbbpeeaegcimgngi,0,0,0,0,0,0,0,1,4,0,0,0
ehhgakejngggahdpeeoldcjgnpemiajj,0,0,0,0,0,0,0,0,0,0,0,0
gnoekmpelhgcggfegjlmnogkmcgikchf,0,0,0,0,0,0,0,0,0,0,0,0
gcjpddnhdopbpimmngmgfhhimnbenjhl,0,0,0,0,0,0,0,3,0,1,0,0
fnnhlmbnlbgomamcolcpgncflofhjckm,1,0,0,1,0,0,0,15,10,1,0,0
gdmfedbicnoeiadmbagaofgnldjfgeab,1,0,0,3,0,0,0,10,1,1,1,0
fhcoehjaimnbdimgnojbdkgnhaelcggd,0,0,0,0,0,0,0,1,4,0,0,0
enmdaclahfjkjamjplamgchmonbhcedf,0,0,0,0,0,0,0,1,0,0,0,0
ggjpbogelaidbfgppfgkmppakgdnkbha,0,0,0,0,0,0,0,1,2,0,0,0
fplldoljliofbeekhamjadhbgmkiibeo,0,0,0,0,0,0,0,2,4,1,0,0
figafkdhhgepjmbligadelibflnakfii,0,0,0,0,0,0,0,11,3,0,0,0
fpmgaihkdaipakaoammnokgjihdfpleo,0,0,0,0,0,0,0,0,0,1,0,0
gppjdeelhcpegjlfgfjnbeljgbcejbmp,0,0,0,0,0,0,0,16,5,0,0,0
egnimlkfamidojgifcbfopdocijmapjp,0,0,0,0,0,0,0,0,0,0,0,0
flhghmghadnfcbpacfjenboajnecfgjk,0,0,0,0,0,0,0,0,1,0,0,0
dnlfigefegjefjojijlpgiicodlgdhci,0,0,0,0,0,0,0,6,1,1,0,0
dejjklgjbjnenhplklkeokgnmnlemced,1,0,0,1,0,0,0,15,9,1,0,0
dciieagbefeppadpbnjplkekamneflea,0,0,0,0,0,0,0,3,6,1,0,0
gnhoimmdfeclleccljjflgngepoicidi,0,0,0,4,0,0,0,46,22,0,1,0
fndkdcolhkoknoogpknccehcijjajhbl,0,0,0,0,0,0,0,0,0,1,0,0
dbcocnmfmbpgfgffogfckoljdjcefgko,0,0,0,0,0,0,0,10,2,0,0,0
dinoehnfgoidbfpggkdkofpijennefgf,0,0,0,0,0,0,0,0,0,0,0,0
elgfaolomlhhmppjdicpgpmglkllebfb,0,0,0,0,0,0,0,1,0,0,0,0
fjkehfaokpmcbigmbgdhmjblecgfkedg,0,0,0,0,0,0,0,0,0,0,0,0
ecgfkcddifhjofkeagepcffjakglmoog,0,0,0,0,0,0,0,4,3,0,0,0
fmeplkdnefjobfmmcnoopbdbaghjinah,0,0,0,0,0,0,0,17,23,0,2,0
fnnoehpencpimghpdpcdiecpkffgjdkl,0,0,0,0,0,0,0,40,13,1,1,0
gbnbbgfhfkimdiaebchfmcnmfifmlcne,18,0,0,1,0,0,0,24,0,1,0,0
fifaipnegfhbcjdomiamfkinbphonchb,0,0,0,0,0,0,0,8,3,0,4,0
gmokkmodfhdepncclmlpnilhgoldnaam,0,0,0,0,0,0,0,0,0,0,0,0
dnhdjegepkkohogiokkaiingjkjjchfo,0,0,0,0,0,0,0,0,0,1,0,0
fokhmpecnlgdooajpjidcbhjkeaemfei,0,0,0,0,0,0,0,2,4,1,0,0
gopgeoaoaiagoimppaajemipmcoihkmg,0,0,0,0,0,0,0,0,0,0,0,0
echimlbmpkedhjcjknmolifbppjgfebg,0,0,0,0,0,0,0,0,1,0,0,0
dgnlgpmjgafdilamdjgapndbmlehamhl,5,0,0,5,0,0,0,137,26,1,0,0
gjgkihffjjpkgdgnilikghdlidacfbob,0,0,0,0,0,0,0,3,0,0,0,0
fdkhjbgdknepkmlpodfkalikgljnikkj,0,0,0,0,0,0,0,56,23,0,0,0
ffjnpakoadfjjajghffohhfmbbbdjike,0,0,0,0,0,0,0,0,0,0,0,0
gmjaameeacljlefpbgeokijjghoondel,0,0,0,0,0,0,0,2,1,0,0,0
ggjlefkknmdoohpbokhfnadadlcaimcb,0,0,0,0,0,0,0,0,0,0,0,0
fdppieaihhbblnhammclpldgbcbcdkbb,0,0,0,0,0,0,0,0,0,0,0,0
eknpbjiclfddmpocgdjkncammmleehll,0,0,0,0,0,0,0,0,0,0,0,0
eddffhdkofbphhjaaepicopfdjfacepl,0,0,0,0,0,0,0,0,18,0,0,0
egikibcbihfoeidmefjdfeblccnjbndg,0,0,0,0,0,0,0,13,1,0,0,0
floniaahmccleoclneebhhmnjgdfijgg,0,0,0,0,0,0,0,0,0,0,0,0
elnnmjddaleoeklbolbfhagpikikkkin,0,0,0,0,0,0,0,12,0,0,0,0
giaaeacihhelmkfcdfkepoijleaddajp,0,0,0,0,0,0,0,5,4,0,0,0
ebkmhlllfjdpjfbibcpepnnehodemjfh,0,0,0,0,0,0,0,0,0,0,0,0
dochhbdlcilmpbijaboholgkcgpljdpi,1,0,0,1,0,0,0,5,6,1,0,0
dlgmdmfhbfloafhofedpblnahenmnikh,0,0,0,0,0,0,0,19,9,1,0,0
dkdkinddlfncaenemeelaklfcpggabfd,0,0,0,0,0,0,0,0,1,0,0,0
dbbfbhojganflfaleebldineofndphgd,0,0,0,0,0,0,0,0,3,0,0,0
fccagoceegcmobaejjledllidklajbmc,0,0,0,0,0,0,0,1,0,0,0,0
geabgflepigonclamhdjpndbnneeojeb,0,0,0,0,0,0,0,0,4,1,0,0
ffhffkeoooocikeclopcedglnjhoddfj,0,0,0,0,0,0,0,11,7,3,0,0
gnniolcpbmhlnhkokjnfflkokopfbeej,0,0,0,0,0,0,0,0,0,0,0,0
gjmhjjkjjiiahhlhbfgeinocobaoajnb,0,0,0,0,0,0,0,0,2,0,0,0
fggnjilkhkbambfagpdnlbhpnmjljmch,0,0,0,0,0,0,0,3,7,0,0,0
fliedlbhhfgkahhgopbhbhgpoddffkjn,0,0,0,0,0,0,0,0,0,0,0,0
dmpjiaifmhmnbbphkchdpjejooggcdem,0,0,0,0,0,0,0,0,0,1,0,0
dahiggaknophaboidmpebmmcknfoeabd,0,0,0,0,0,0,0,0,0,0,0,0
ggfnhpnjafcnfdccnjhohmobekdicghn,0,0,0,0,0,0,0,88,23,0,0,0
fbfjijhangghgcpkijdgpolmhlfafhbj,0,0,0,0,0,0,0,5,9,0,0,0
fhienojmjihbioapjpocpalfphjiakam,0,0,0,0,0,0,0,0,0,0,0,0
dbjnljpnlpkaemdjgkblcokahlnglkja,0,0,0,0,0,0,0,0,1,1,0,0
epcggdncglpenbfnacnaedpgpknnekcd,0,0,0,0,0,0,0,0,1,0,0,0
gjgmceajgibmifohoegfllnnbjmabije,0,0,0,0,0,0,0,6,4,0,0,0
fbbfknbppfafoghnhpbnpmeikedkjkjg,0,0,0,0,0,0,0,21,4,0,0,0
dekpgobhkdngeanadkijjmhklogfmahi,0,0,0,0,0,0,0,0,1,1,0,0
eapofbiblaihdnbgnaabchoddijejcnm,0,0,0,0,0,0,0,0,0,0,0,0
faohhpljpinccbhfhaneikofmhfofbhn,0,0,0,0,0,0,0,1,6,0,0,0
dmednmeainmagnoalnnmbbkieonjpjfd,0,0,0,0,0,0,0,3,8,1,0,0
dmfaiinkmobkepebifmaenddbbomhnkm,0,0,0,0,0,0,0,4,1,1,0,0
ffonkgpjjemdnmfjibknigolajbbgnia,0,0,0,0,0,0,0,0,0,0,0,0
gnlmppcmnhgmemifbhinojbbgcflhlfl,0,0,0,0,0,0,0,7,0,0,0,0
ggjagapjfmnmhpppeakjiofimchmpaih,0,0,0,0,0,0,0,0,0,0,0,0
fldecalgdaidhnodameikbkmfelpcofj,0,0,0,0,0,0,0,2,0,0,0,0
fimnokacnnhajejhgokdhjmhcogjngcj,0,0,0,0,0,0,0,6,8,0,0,0
ejklmdggogcbjpehmmjnebehjafnkiaj,0,0,0,0,0,0,0,29,47,0,0,0
eehbbnffjldijmmgpbbolbbkfjgjbafb,0,0,0,0,0,0,0,12,13,0,0,0
dgjflmmahngfjnlmkfojeblcngamcffn,0,0,0,0,0,0,0,0,1,1,0,0
ejcchkhjgbjadmbgaogpghkpjgccmdeh,0,0,0,0,0,0,0,0,0,0,0,0
djhhfkngboamcdjkjcfplajbfehphonh,0,0,0,0,0,0,0,0,1,1,0,0
ginfjbdpgdfpibhghdommimbllenjlap,3,0,0,0,0,0,0,8,1,0,0,0
dpojjbgadcmbpdkmlgjcmamefmcfliem,0,0,0,1,0,0,0,0,8,1,0,0
foofgfnceffmfpbegdnemjhpbnbencll,1,0,0,1,0,0,0,0,1,1,0,0
encbmbdbnldhknhpcmcigfhnahhbhjgm,0,0,0,0,0,0,0,0,0,0,1,0
fiegdmejfepffgpnejdinekhfieaogmj,0,0,0,0,0,0,0,5,2,0,0,0
dhanbbkjemobhmgfldpcaegfhcibknbd,0,0,0,0,0,0,0,4,0,1,0,0
ghbbbhmfbdibidhagaanhedhbnebhmag,0,0,0,0,0,0,0,0,1,0,0,0
ebgflkobfhjpflbgafeagfghohihmljb,0,0,0,0,0,0,0,38,13,0,0,0
ddgaamifhjnehgppihfdbbddfemfnmhn,0,0,0,0,0,0,0,123,52,2,0,0
gmopbdjfloibmjecdifdgcnjmclccigl,0,0,0,0,0,0,0,2,3,0,0,0
gkaheompemiopncpchojpmeedcponodp,0,0,0,0,0,0,0,8,17,0,0,0
dcoehgalcmebfjgkbhbpllfhjcclkjan,0,0,0,0,0,0,0,0,3,1,0,0
echppdbhckjgffcpicaljnjppmhjehed,0,0,0,0,0,0,0,8,4,0,0,0
edccgmhfggchdhiblnajhnnmnadojfoo,0,0,0,0,0,0,0,2,0,0,0,0
deinfiafknabagooebnaimdcemhhlddd,0,0,0,0,0,0,0,0,1,0,0,0
emohfffgmfmhabjcidjoehjplgjnjoif,0,0,0,0,0,0,0,19,13,0,0,0
elpiekaehikfeikdafacpofkjenfipke,0,0,0,0,0,0,0,9,9,0,0,0
dkbjcnddbejafnbediiacbafmkgdmfel,1,0,0,1,0,0,0,1,2,1,0,2
fmdgnofmkapmkhcnpoimihphblbcpjmk,0,0,0,0,0,0,0,0,1,0,0,0
dlhaoibddclocgnabdabhaohnkldolid,0,0,0,1,0,0,0,2,3,1,0,0
dbflnojcgkocajendoekmnklggnggmel,0,0,0,0,0,0,0,4,5,1,0,0
fglkpkoaeadhdgjpmcljmpffmohdpmgm,0,0,0,0,0,0,0,24,4,0,0,0
eembpicfcpfkppajkfkeencgfakmjckm,0,0,0,0,0,0,0,3,1,0,0,0
ghcmfikimieoeehcbgbdeegkgmpaihgg,0,0,0,0,0,0,0,6,0,0,0,0
fmplickoocbaijpgpdejgceckfhhnmac,0,0,0,0,0,0,0,2,1,1,0,0
fapldkcpfnkhpgpmphfnohiegedpedlb,0,0,0,0,0,0,0,0,1,0,0,0
gkhebpnlfbdhbhnlgdpcpidkcgmmhdhp,0,0,0,0,0,0,0,4,19,0,0,0
dclheidopooiecbibklogmhknfakkpha,0,0,0,0,0,0,0,0,5,1,0,0
gdpkdablehhjgnjgkeechifclhnflmoj,0,0,0,0,0,0,0,3,1,1,0,0
fhdpbpfdalngjnkebnhhfknjgdaelfik,0,0,0,0,0,0,0,15,0,0,0,0
fhjbmbgaedfnglhbioghdggfecaeeobf,0,0,0,0,0,0,0,3,4,0,0,0
docmpmaaknodeakimnnbnodgaopgidjj,0,0,0,0,0,0,0,16,12,0,4,0
ffckdacnecmhemmfecbnbfllbhgcffni,0,0,0,1,0,0,0,134,1,0,0,0
dkifegcdocfkajdmngcklhppafbcddif,0,0,0,0,0,0,0,4,1,1,0,0
gmginoamabjegaokkopplmenagbgdojn,0,0,0,0,0,0,0,2,0,0,0,0
ghheeckjifcanbppamngabppleiapjim,0,0,0,0,0,0,0,3,2,0,0,0
efjbaneaebkanjmhengnedpllfdiocin,0,0,0,0,0,0,0,27,28,0,0,0
fibidlpcndhpdcldlpilimomnbnmdkol,0,0,0,0,0,0,0,0,0,0,0,0
gjhmlndokehcbkaockjlgeofgkiaiflg,0,0,0,3,0,0,0,4,0,0,0,0
gfgabplbpejjdeofjhmakndedkgfefbb,0,0,0,0,0,0,0,0,1,1,0,0
eifhhbdkhgjbdmknipdmbpgfldjaljpb,0,0,0,0,0,0,0,0,2,0,0,0
fmffkdnfgieligpcleojpnocmcdkekcm,0,0,0,0,0,0,0,0,0,0,0,0
gkomdchalbnhdnopbjkpgojbobgbidej,0,0,0,0,0,0,0,5,0,0,0,0
femogmcmjpjkokoojcljkpfdifkpbbpp,0,0,0,0,0,0,0,0,26,0,0,0
fedpmdfkilhcadoklbcdjokkjhpnhgma,0,0,0,0,0,0,0,5,2,0,0,0
gplndapifclnjinmbeakcgkpmaijdmgb,0,0,0,0,0,0,0,0,1,0,0,0
ebolahgfedpfihofblonedflbaaadjdl,0,0,0,0,0,0,0,0,1,0,0,0
ehiookjpopjjpogmbhhmhiikdincggnh,0,0,0,0,0,0,0,7,3,0,0,0
dgffjapjligfifmbgajcdaglfhjekmpm,0,0,0,0,0,0,0,1,2,1,0,0
gchadoabdlegljafdelagcnpgaiomlfj,0,0,0,0,0,0,0,72,10,1,0,0
gkgknajjpoofcddkaclepablhigcpagd,0,0,0,0,0,0,0,3,15,0,0,0
ejjegcnihofdahmbbhekhkcnpflljeej,0,0,0,0,0,0,0,6,0,0,0,0
fhlongbcbhnghohibhmpaijihejeddne,0,0,0,0,0,0,0,0,0,0,0,0
gjiomdlbakieiiamkecollpoahpedibl,0,0,0,0,0,0,0,0,0,0,0,0
ejfgcoabhgdgaafjeindjmegacbklcin,0,0,0,0,0,0,0,25,3,0,0,0
gepihbjejmfaoojlmaiigaieeamglamk,0,0,0,0,0,0,1,10,5,1,0,0
eafifknfjiicecckgdkcpklnppidfhen,0,0,0,0,0,0,0,7,0,1,0,0
gkfgdccfjiaokigodbfmgbdifbemopdb,0,0,0,0,0,0,0,1,0,0,0,0
gaekfngobfcdbpkkiepjfiogjoialnlk,1,0,0,1,0,0,0,0,0,1,0,0
gohbicjpaikdmoocdelnmkbkbdniencl,0,0,0,0,0,0,0,0,0,0,0,0
gjeffamiddcknehpnlhlmjfoobhmbjac,0,0,0,0,0,0,0,0,1,0,0,0
deiongpjjbocjmonefmnldjmmkgbpkmh,0,0,0,0,0,0,0,12,27,1,0,0
giolfdhelhkknfnplanblpbjeaiojikm,0,0,0,1,0,0,0,52,13,0,0,0
glcdefibajbglmeelclffdbakgjjjopc,0,0,0,0,0,0,0,0,1,0,0,0
gdnpnkfophbmbpcjdlbiajpkgdndlino,1,0,0,1,0,0,0,80,21,2,0,0
ejoeofpckgbfckcmgnogcfjkjcddflen,0,0,0,0,0,0,0,0,2,0,0,0
dkajlkdbbffdnigkjdjlnppfghapmhlh,0,0,0,0,0,0,0,1,0,1,0,0
dcbmeicnoejpldipejlefojiiebhogij,0,0,0,0,0,0,0,3,3,1,0,0
fahbecgeidbeglanfmppjklpbhmmbnnp,0,0,0,0,0,0,0,5,7,0,0,0
gffbflamihldgicmafhihdphmkflmjcf,0,0,0,0,0,0,0,0,0,1,0,0
dennnbdlpgjgbcjfgaohdahloollfgoc,0,0,0,0,0,0,0,13,4,1,0,0
edckiomfoomhpfloijngdaicnnjjddpp,0,0,0,3,0,0,0,27,0,0,0,0
emeacaomhbajejnndadbkbmfhpljjeik,0,0,0,0,0,0,0,14,4,0,0,0
dlbemjcbpfiihdebildgkjeijcemnmho,0,0,0,0,0,0,0,0,1,1,0,0
gnnipeleanakkjpcgdgngamcibailjff,0,0,0,0,0,0,0,0,0,0,0,0
fnmnmfnfjojbginnabgiaeghcgljcimg,0,0,0,0,0,0,0,7,2,1,0,0
ffaepoodnpnnmfffgaeafijiiigelbaj,0,0,0,0,0,0,0,0,0,0,0,0
gnofggopjcccippphnjmajelmklljmhl,0,0,0,0,0,0,0,0,0,0,0,0
engpcombbmmmmfpbekphjkjnknopmjpk,0,0,0,0,0,0,0,21,12,0,0,0
dingigiembmnbjocifcoeiideggpkplj,0,0,0,0,0,0,0,5,7,0,1,0
edbhnnemfhbfbfalldfbgcoablfmkcgm,0,0,0,0,0,0,0,5,8,0,0,0
gdiemnbjpblghfbejnbohdnnmodbknoe,0,0,0,0,0,0,0,12,9,1,0,0
fdajajibelohilaepajakpmdghcnclpl,0,0,0,0,0,0,0,0,0,0,0,0
gfolphmpnkkhkmcfofbjkkbidocjkmgo,0,0,0,0,0,0,0,0,5,1,0,0
dplinonfnmpiiejdeadabmghpdkefjpm,0,0,0,0,0,0,0,15,4,0,0,0
ffmilnfbhhhmpnoffaldmgcnalcmlnah,0,0,0,0,0,0,0,0,0,0,0,0
fgieggnhkbknnkemibeokkmpimipkgki,0,0,0,0,0,0,0,10,2,2,0,0
fmjmklgdbnhomonnikkmemondeijhfod,0,0,0,0,0,0,0,4,12,0,0,0
dofmibgghinlcbbcfeiblflbcjpagaob,0,0,0,0,0,0,0,0,0,1,0,0
fpfopfkmppdokphaignimakbaglmbegn,0,0,0,0,0,0,0,9,5,1,0,0
fkjngjgmgbfelejhbjblhjkehchifpcj,0,0,0,0,0,0,0,15,6,0,0,0
epcpfbncpjfomakgdophbanbkdeonkhc,0,0,0,0,0,0,0,24,23,0,0,0
gmlbhbdkhnfhhmhdjopdbcfliajcafde,0,0,0,0,0,0,0,5,0,0,0,0
dfhopoedlileopkebipkieddkefngjop,0,0,0,0,0,0,0,4,1,1,0,0
gpnikbcifngfgfcgcgfahidojdpklfia,0,0,0,3,0,0,0,0,7,0,0,0
dmfgbagojglecgaheiaggkhjemlfoclf,0,0,0,1,0,0,0,0,0,1,1,0
gjhejidajnchnadcangcodljgdmenipa,0,0,0,0,0,0,0,2,0,0,0,0
gdkgdiemdmbagmlediokoadhkeinejmk,0,0,0,0,0,0,0,1,7,1,0,0
dahppfjibdefbdbpenkdmpmicmconloi,1,0,0,1,0,0,0,0,0,1,0,0
dkidpnlcagnaifmcdmeepljilocilhpp,0,0,0,0,0,0,0,0,0,1,0,0
gihphjdlkigognnhkankfjcclijhadpe,0,0,0,0,0,0,0,0,0,0,0,0
dggbkbndbcaknaeobfieifmdcncmpaba,0,0,0,0,0,0,0,0,0,1,0,0
fbmkgmcpggolmkdjjgmjeacpkefiddcp,0,0,0,0,0,0,0,0,0,0,0,0
galjejegpfplkacednnfipedcdfdpiak,0,0,0,0,0,0,0,1,2,1,0,0
egacpbbnghmjilffefkeeeiodlijbbej,0,0,0,0,0,0,0,11,0,0,0,0
fbepklogcpfkgbfcoinahppdebnahdja,0,0,0,0,0,0,0,7,0,0,0,0
ehdcnknapbpfnbacjkdcfjnaadicclml,0,0,0,5,0,0,0,8,2,0,0,0
fhfmfjijlcaaacdgdfpimgnpfijbngmd,0,0,0,0,0,0,0,4,5,1,0,0
dbgccacohbfpiagdmlgbomeniedaciec,0,0,0,0,0,0,1,9,6,1,0,0
gdpdlpooiknamibdbdehipmifhemcngp,1,0,0,1,0,0,0,1,1,1,0,0
fijhbjdmlecbdlchfbdlcancihkcabhh,0,0,0,0,0,0,0,0,2,0,0,0
fgfodcjoighpbdfbgfmliffpkjnhdjbe,0,0,0,0,0,0,0,1,0,0,0,0
dppjomfgkajhlgekiohpmbnnhfjnpapd,0,0,0,0,0,0,0,4,2,0,0,0
ghcghfllbidkldfjkpghkeiopdikfbpp,0,0,0,0,0,0,0,26,3,0,0,0
efbmjafjhfjhdkgdnomkgmbejebdpkeb,0,0,0,0,0,0,0,0,0,0,0,0
gjnlgmpokfpkonbdfkjbihmliofkjeok,0,0,0,0,0,0,2,4,6,0,0,0
fceankoalphgakeplaphillmcgmdeckc,0,0,0,0,0,0,0,1,10,0,0,0
eohfkkfhfcmcnnodmbficbopaildende,0,0,0,0,0,0,0,4,0,0,0,0
gbmnhnmodfphgecokgbppdeepkodjglg,0,0,0,0,0,0,0,6,6,1,0,0
eblfhjcadponnmdcpciaelkobidleilk,0,0,0,0,0,0,0,0,1,0,0,0
ejdabmcenoflojakpkgjnilnohjoobac,0,0,0,0,0,0,0,0,0,0,0,0
gpjncmnfdcffogfjfdfddgcjepdniopp,0,0,0,0,0,0,0,0,0,0,0,0
fmjahmpagmndjlpnnlpjgggpjhadajah,0,0,0,0,0,0,1,104,54,0,12,0
gponajbpomilcmbmfoipobkikeopjjhp,0,0,0,0,0,0,0,0,0,0,0,0
gcjjaejjfoiaojgcenhjnbmmnphkojhd,0,0,0,1,0,0,0,2,3,1,0,0
gaajhceffkjeinpnmpnjmcmfpegikang,0,0,0,0,0,0,0,2,1,0,0,0
dlnkogkhphjmijdejiniancgfbfmeagc,0,0,0,0,0,0,0,0,1,0,0,0
gbhdnhlcnhgahhodfhipjigebhddgjke,0,0,0,0,0,0,0,3,2,1,0,0
dmggabnehkmmfmdffgajcflpdjlnoemp,0,0,0,0,0,0,0,1,2,1,0,0
fifegcdolpopgankidmhacbffojhidng,0,0,0,0,0,0,0,0,0,0,0,0
eckejcgmjkneoleihfamdpeaodjpphaa,0,0,0,0,0,0,0,25,34,0,0,0
godbbebpmdeehfndjcnhdnomhflelbnb,0,0,0,0,0,0,0,4,0,0,0,0
fjkeibaligkgcgdjocidpobcdkboibcd,0,0,0,0,0,0,0,18,0,0,0,0
ecceaajbpiiebgncgbddekmiolllkofa,0,0,0,0,0,0,0,2,7,0,0,0
gomjhfccinnpljfclcgoajmenaegampk,0,0,0,0,0,0,0,3,6,0,0,0
epfldkinlppciegnfepeooddgdfcpfbd,0,0,0,0,0,0,0,0,5,0,0,0
djijpkidiloakhgopmijjdcancpfekma,0,0,0,0,0,0,0,0,0,1,0,0
engfdahohpcdnnhmpgmedgehbbgeheho,0,0,0,0,0,0,0,16,1,0,0,0
gacogbklfcapnokldhkhpcecoghbnmlh,0,0,0,0,0,0,0,2,9,1,0,0
efmioncohocoalnmconhjddflifjkdjb,0,0,0,0,0,0,0,4,3,0,0,0
eogkokohnicpiknaljafkcpcobhklgon,0,0,0,0,0,0,0,0,0,0,0,0
enegaliobdmmnlcgdfljpebckdfbgcai,0,0,0,0,0,0,0,3,0,0,0,0
faeohamndfhcghnogccaihapbaialcbb,0,0,0,0,0,0,0,7,2,0,0,0
ddngakojenccegjjdolkefpackiljlof,0,0,0,0,0,0,5,11,4,1,2,0
ebigikdfolbipomeaknpooibomohhhhk,0,0,0,0,0,0,0,1,0,0,0,0
gomcilndckboafakmocklihdnijnbgef,0,0,0,0,0,0,0,1,1,1,0,0
dibkadnmnphceigalglcciladaejimmi,0,0,0,0,0,0,0,23,2,1,0,0
ejddcgojdblidajhngkogefpkknnebdh,0,0,0,0,0,0,0,23,25,0,0,0
dpadaelgpnkkgkkjepdnibeehagbahmf,0,0,0,0,0,0,0,0,0,1,0,0
gojbjpnihegjmfdbodmmcecpibgnoocb,0,0,0,0,0,0,0,0,3,0,0,0
ekopmclclddpoipchmcbhifohhbmjafd,0,0,0,0,0,0,0,4,0,0,0,0
epbbhpoagmgdnfnckmjdhlaknncohibd,0,0,0,0,0,0,0,0,0,0,0,0
fcadpigpalelcofchcgkednanlopilkm,0,0,0,0,0,0,0,0,0,0,0,0
fkechapmoaignhmmmaifkkmjkmbmlcdk,0,0,0,0,0,0,0,3,0,0,0,0
gghpmogpkkhcefnbmfldmpjackneefam,0,0,0,0,0,0,0,0,0,0,0,0
ehnkhkglbafecknplfmjklnnjimokpkg,0,0,0,0,0,0,0,16,25,0,0,0
ecajgicdbkeoafjnljajeglemnjfbehk,0,0,0,0,0,0,0,2,3,0,0,0
dmhielimlankljpcgkjpbnenjlddfemk,2,0,0,16,0,0,0,3,2,1,0,0
foilkalbafoifklkphdkijdcnkgcjefn,0,0,0,0,0,0,0,5,0,1,0,0
dpjnnplbpejheapmmhnkglnbfjoiglna,0,0,0,0,0,0,0,1,2,1,0,0
giojmegbijfdaifkfblkljnbeljjhlaj,0,0,0,0,0,0,0,0,0,0,0,0
gnpmpgcbidokemicoijogpnfkkncbkam,0,0,0,0,0,0,0,3,2,0,0,0
fnnokdhjemkmabnkcgcgnfddeppfppdh,0,0,0,0,0,0,0,0,0,1,0,0
fhgikjfdjfbjpokhmdbkgifhcdlhnpcp,0,0,0,0,0,0,0,5,1,0,0,0
eaickedmohdbcficbkhlljiponnajiip,0,0,0,0,0,0,0,3,0,0,0,0
fbmkdedikbcbkkeaofpenfncppepfnlo,0,0,0,0,0,0,0,6,4,0,0,0
dgjafcfohanpcjdlejlklfcaiodolcdl,0,0,0,0,0,0,0,4,3,1,0,0
dnggapdaebddmmnpegfopeocoecimcaa,0,0,0,1,0,0,0,13,3,1,0,0
dnjhbpjfonpojkghgobcfanineelbooj,0,0,0,0,0,0,0,0,0,0,0,0
gcbpanenebnhdgaghpoeoihgfehdjkda,1,0,0,1,0,0,0,27,14,1,0,0
eihdbleeejdadggpdmpchjiflglepphc,0,0,0,0,0,0,0,3,5,0,0,0
gpiopddgocioojehicgjgcpigadppdao,0,0,0,1,0,0,0,3,1,0,0,0
diagaenpkdokkbgkaggafnkbgdoceeed,0,0,0,4,0,0,0,6,4,1,0,0
fikcpkehmfffjppfmkmjodbkdffdgdbc,0,0,0,0,0,0,0,7,4,1,0,0
gejgkfefacffgcipndlkkgadnfkbinng,0,0,0,1,0,0,0,13,14,1,0,0
ekaadccnkghfijlpajfcfpmmaloleigm,0,0,0,0,0,0,0,63,14,0,0,0
dhnagjladcclacjnccpnibdmkljidnhl,0,0,0,0,0,0,0,0,2,1,2,0
eoagmdboiealblmpaahjlhajggndaahi,0,0,0,0,0,0,1,36,55,0,0,0
famigmidcdlbjhapgalgnebdfbgcleko,0,0,0,0,0,0,0,0,6,0,0,0
dgdeiapbhpgalagcpinnoaifjajlmnhe,0,0,0,0,0,0,0,5,0,1,0,0
gljjndmhonokmadnjpbeaiomcbdpkgab,0,0,0,0,0,0,0,0,0,0,0,0
fgjgoafidgcedcpggdmefoagkelfpenk,0,0,0,0,0,0,0,0,0,0,0,0
