id,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
ahanamijdbohnllmkgmhaeobimflbfkg,Productivity,3,0,0,4,1,0,0,10,8,6,2,0,11
gpnikbcifngfgfcgcgfahidojdpklfia,Productivity,0,0,0,0,1,0,0,7,5,5,0,0,9
nkepcglkinahllbpkdleolkcnanjlnad,Productivity,1,0,1,1,1,0,2,12,15,12,3,0,15
eneiehgfmkmhoimjhclfoffihkggjncm,Productivity,1,0,0,3,1,0,0,4,5,6,0,0,9
oalceheiomajabalbakkoeiheiokhdbd,Productivity,1,1,0,2,0,0,0,12,13,10,2,0,17
cledpnpcokifonoiimkocollpalkjkpn,Productivity,2,0,1,1,1,0,3,9,12,8,2,0,12
ehfdcgbfcboceiclmjaofdannmjdeaoi,Productivity,1,0,0,0,0,0,0,14,13,6,3,0,18
ndpmdafdlnmckfkojpenepgcpidhifif,Productivity,2,0,0,2,0,0,0,5,5,3,0,0,9
fiedbfgcleddlbcmgdigjgdfcggjcion,Productivity,2,0,0,5,0,0,1,8,9,7,2,0,14
lmggfimodfcgmleekhpcmaklmiooemco,Productivity,1,0,0,1,0,0,0,10,11,11,0,0,14
hhnlpnommdhafjjmeinnhgmhmgphglka,Productivity,1,0,0,2,0,0,0,9,10,6,0,0,10
hfcifekgmoafghalfdgnjokhankiodcl,Productivity,0,0,0,0,0,0,0,2,1,4,0,0,7
cdkfhfalbgbjedofghkapcgeodemhghp,Productivity,0,0,0,1,0,0,0,8,6,7,1,0,8
ogefhfdeljjlmhmbipoimkggolpeghan,Productivity,2,0,0,1,1,0,0,7,5,5,0,1,9
jhadihflffnhhkilpmdlhglgejmgfphl,Productivity,5,0,0,4,0,0,0,9,7,5,0,0,10
ihomnoijobijcikeceodacadpeobckcp,Productivity,0,0,0,2,0,0,1,7,5,2,1,0,9
ghaofpcgabldegffnamlomlndibopmii,Productivity,5,0,0,6,0,0,0,8,8,9,0,0,14
pjkdlacnjfgkdbpojjfalmehngmlegnd,Productivity,5,0,0,5,0,0,0,10,9,7,0,0,12
apjmihncccmmnmfebfkpbhfkacfinpgi,Productivity,1,0,0,1,0,0,0,18,18,3,0,0,19
fokcicjjoabfaijamhikihdibpannnpa,Productivity,0,0,0,0,0,0,1,9,8,8,3,0,17
mmdgeflfnendogpjpfleimfgolkkljnb,Productivity,3,0,0,3,0,0,0,3,1,9,0,0,12
dkejincbnheemdddmbiggcnlidffpedf,Productivity,0,0,0,0,0,0,0,7,7,5,1,0,15
lfgimmgogmebfaopgnopmgamdhpbcanl,Productivity,1,0,0,1,0,0,1,5,3,5,0,0,10
fgkgomjogidilmegoonklmdkdehhjgjj,Productivity,1,0,0,1,0,0,1,7,6,5,2,0,8
okgdklheeciiebomgjnnlakmmnceknjp,Productivity,0,0,0,0,0,0,0,1,3,3,1,0,8
pmdnlbnecibhnahdcenfjpinmffahfmg,Productivity,3,0,0,4,1,0,0,8,8,9,0,1,13
gfddkcdgeahicjkhpopmacpknbdnllhb,Productivity,1,0,0,1,0,0,0,5,4,4,0,0,6
lolfkhefdonnfhidbpfaakibkjhnefld,Productivity,2,0,0,2,0,0,0,9,6,6,1,0,12
kjpjkppdcjgngfacegldiomiehlfekob,Productivity,0,0,0,1,0,0,0,5,7,5,0,0,10
migejhkhkkenghlmdmcfojhohnhipdff,Productivity,0,0,0,1,0,0,0,11,6,6,0,0,13
dilhiaglineedflbepfjbbllkakcjjlc,Productivity,0,0,0,0,1,0,0,6,11,6,0,0,13
nbioegplonhikoglklhfnpiiamffcnah,Productivity,3,0,0,3,0,0,0,7,6,7,0,0,10
phoialdjmhokaphaijlaaghdafbbgadk,Productivity,2,0,0,4,1,0,0,10,10,8,3,0,12
alhmomaopjooiidgojmiecinakjlejnk,Productivity,1,0,0,4,0,0,1,11,9,6,0,0,13
kcfmannklpnoilbdlaabnfolfepmpmfj,Productivity,1,0,0,1,0,0,1,9,14,6,3,0,15
ecmeeokdagjcbfhalclndpbiaibacijh,Productivity,3,0,0,4,0,0,0,12,11,6,1,0,13
ijgknlljghnelanpmeemknhmmciclcfd,Productivity,1,0,0,1,0,0,0,3,6,5,0,0,8
ilhijdamadnpifhcbedmfaebffkbkngk,Productivity,3,0,0,4,1,0,0,11,10,9,1,0,12
dmcipdcejgpjbmbejacmaddglenhinfn,Productivity,1,0,1,2,0,0,0,3,3,4,0,0,6
mbmmkmkhjddmjhcimakfnpjhfbjdpnam,Productivity,1,0,0,2,0,0,0,5,6,4,0,0,9
abiklfpogpkkcelofcplnokkehjgmchc,Productivity,1,0,0,1,0,0,0,5,4,3,0,0,9
kafcpfmjcffeofnnfnkgphdacojjmdej,Productivity,2,0,0,3,0,0,2,8,10,9,0,0,11
dcghblfpkoaefchjlhgglpjeiihlapkc,Productivity,1,0,0,1,0,0,0,3,5,7,0,0,9
njppilafaifhgnhghihkjfolicoeflko,Productivity,4,0,0,5,0,0,3,9,13,13,0,1,15
ilnooieaeoaeemcbnklnlndaplafpfeb,Productivity,2,0,0,1,0,0,0,6,4,5,0,0,11
pahihjlbkmadjhbeaphkpnjocimhebci,Productivity,1,0,0,1,0,0,0,8,5,3,0,0,8
bgldhlkimfdidhgmndninednbehpcenk,Productivity,2,0,0,5,0,0,0,9,10,11,1,0,13
oimdkjdedcmedjpopgnlcnpdjnbfpedd,Productivity,3,0,0,3,0,0,2,8,9,5,1,0,10
jgodkedciialncikdiiaicbpfhgdagfk,Productivity,0,0,0,0,0,0,0,10,11,8,1,0,12
cpcibnbdmpmcmnkhoiilpnlaepkepknb,Productivity,0,0,0,0,0,0,2,3,4,3,0,0,6
iccjkhpkdhdhjiaocipcegfeoclioejn,Productivity,1,0,0,1,0,0,0,3,2,5,0,0,5
lmeinbfmaaoobpghjfdellhgjfnbgehg,Productivity,2,0,0,2,1,1,0,16,14,7,1,1,17
eihlldidmjmepbidfnnlhdpbgkkknhap,Productivity,0,0,0,0,0,0,0,4,5,3,2,0,6
oeccoegginlihepjioekeakfpnonbkdg,Productivity,0,0,0,1,0,0,0,12,12,5,0,0,14
lmdmoaohfpdpcodgnfmjihijpkcekcmg,Productivity,3,0,0,3,0,0,0,4,5,6,0,0,8
alicgiickdepegihbonmofbeicfpleca,Productivity,2,0,0,3,0,0,0,10,9,6,1,0,10
koddbhkhginnhnfnhgldkampappgmmje,Productivity,3,0,0,3,0,0,0,10,10,7,0,0,12
gfcknafpdhcijijjbkekflmpfagdcdgd,Productivity,0,0,1,1,0,0,0,5,3,4,1,0,11
hmnpphonokhahpamocdfnieffiaimmen,Productivity,0,0,0,2,0,0,0,4,3,2,0,0,6
jkbgceecolmgoiokonofdejdhmbhlhee,Productivity,4,0,0,4,0,0,1,12,16,12,2,0,19
dablokcmgfpmgkghfdgojmminhagpfmc,Productivity,0,0,0,1,0,0,2,6,5,5,2,0,15
ejcniippeghnejiodjkkmndlelbagmah,Productivity,1,0,0,2,0,0,0,9,8,8,2,0,16
bcdlklpjafjhegmkcnopkbkchclhafbd,Productivity,0,0,0,2,0,0,0,11,10,7,0,0,11
hlbdmmifbcfpccdnoknhdfcifiglaihb,Productivity,0,0,0,1,0,0,0,8,7,6,1,0,10
abeagekbinbhbddjnjiljiemgoahlfno,Productivity,3,0,0,3,0,0,1,8,8,5,1,0,8
cfcmlndeicodnbhcfdamdpafhddclgdj,Productivity,0,0,0,0,0,0,0,3,4,3,0,0,8
ooanbmnoeijlmnnppcicpnngiediohfg,Productivity,0,0,0,0,0,0,0,4,3,3,0,0,6
bgffgogohphibnhbmfdlldmbidlodkop,Productivity,3,0,0,4,0,0,0,10,8,8,1,0,13
fjhbdkfknppikobblnjibmkmogjeffcf,Productivity,1,0,0,1,0,0,0,4,4,2,1,0,10
gafgianhnfhfjgklohiefomdficbnepc,Productivity,2,0,0,3,1,0,1,9,9,7,0,0,13
nlahhhcapcblbmfnnepbkdloebninjcl,Productivity,1,0,0,2,0,0,1,11,8,9,0,0,14
ckfgjlakjcboggkbojkdoookoeogpifc,Productivity,3,0,0,7,0,0,0,6,5,6,0,0,9
bblohbkdhjhgmoebngjbllafpncfioge,Productivity,4,0,0,4,0,0,0,4,3,6,1,0,7
ikncnmegcfafgafmofipgachabgemean,Productivity,4,0,0,4,0,0,2,9,10,5,2,0,13
pkfanbklfjfkealmihbbbnflmaamicja,Productivity,2,0,0,2,1,0,0,5,3,5,1,0,10
ablbagjepecncofimgjmdpnhnfjiecfm,Productivity,4,0,0,5,2,0,0,8,6,8,0,0,17
khnbkjjlffefikjilbngeoffaiojpboc,Productivity,0,0,0,0,0,0,0,6,6,5,0,0,10
aghbbcdbfghppjcbeghkfkekegipdgkc,Productivity,1,0,0,1,0,0,1,11,10,8,3,0,14
jokabnhdpdjkpncammcloeagdnnooima,Productivity,0,0,0,1,0,0,0,5,4,5,1,0,13
hnmpnnonbbjgjiilokpnenkopfngckfi,Productivity,0,1,0,0,0,1,0,9,9,9,1,0,12
fdkfhgdjdlgddeplllnjghlfolmfplei,Productivity,3,0,0,3,0,0,0,8,9,8,0,0,11
lkimdngebkdfnganekalmamibcdnajln,Productivity,1,0,1,1,0,0,0,4,10,5,0,0,10
jalfhdofagnilegabknbiollkndbebei,Productivity,1,0,0,0,0,0,2,8,4,5,3,0,11
nlahbbjoagmbbiklbdgpijaobbifkkig,Productivity,0,0,0,0,0,0,0,3,2,1,0,0,3
bleagfmkkdoecmeknnaeooghpfjepmjo,Productivity,3,0,0,2,1,0,0,7,8,8,1,1,10
cjjfamjplmdpmjlhihfockbicfgflihk,Productivity,1,0,0,1,0,0,0,6,5,5,0,0,9
lgccchgfobnafomjndanbkhjgkgocdob,Productivity,3,0,0,4,0,0,1,9,8,7,0,0,14
ichdjcfpibgdoecejabegkfpnbdjhhhf,Productivity,0,0,0,1,0,0,0,5,7,2,1,0,8
dmanlfdnmbbjbkoekbkfpoenkeepoimh,Productivity,2,0,0,2,0,0,1,7,6,7,1,0,13
lafmglpipgongjmbbjngmboifpaodemk,Productivity,0,0,0,0,0,0,0,4,3,5,0,0,9
nfejcmbipcbnloiekolfklofpdabmmig,Productivity,1,0,0,0,0,0,0,11,9,7,0,0,16
cpacbegnphpmemkmkdmpjiakijbangnp,Productivity,3,0,0,1,0,0,0,2,4,7,0,0,11
lbhigcppinlecjbkgkaapkfekijdndaj,Productivity,3,0,0,5,1,1,0,16,15,11,2,1,18
chilggcmkfgpjeljoebelchjjafdedao,Productivity,2,0,0,1,0,0,0,6,7,6,0,0,10
moefgmdpmpkpfiflljmcjgjlmjnjaall,Productivity,1,0,0,1,0,0,1,8,9,7,1,0,12
fcolhfpojmepceidnkkannbfpegihmhl,Productivity,2,0,0,2,1,0,0,10,9,6,0,0,13
jjkchpdmjjdmalgembblgafllbpcjlei,Productivity,4,1,0,4,0,0,1,13,9,7,5,1,13
gihjcbhnilamfdcekbfkfmijiakimpbn,Productivity,0,0,0,0,0,0,0,2,5,1,0,0,6
jojhfeoedkpkglbfimdfabpdfjaoolaf,Productivity,0,0,0,2,0,0,0,5,5,7,0,0,12
hmbmmdjlcdediglgfcdkhinjdelkiock,Productivity,1,0,0,1,0,0,0,7,8,5,1,0,11
hjggbopcacdchdecegldbeknhpeiheaf,Productivity,3,0,0,4,1,0,0,6,7,6,2,1,10
edeepcccaejnnodlpmcoackkdgaijakg,Productivity,1,0,0,1,0,0,0,8,8,7,0,0,10
ndakggdliegnegeclmfgodmgemdokdmg,Productivity,2,1,0,2,0,0,1,5,5,2,1,0,9
dnjnjakimfpdaahjpakjjbobnfbjnjmb,Productivity,4,0,0,4,1,1,0,9,8,5,2,1,9
iickooboldgnnjnjgdbmoddcmkjijhpf,Productivity,3,0,0,6,0,0,0,18,15,9,2,0,19
dkhhkneinejdepgbnlbodamobhghheib,Productivity,0,0,0,0,0,0,0,5,5,4,0,0,7
aopobbpejbinaakalfongpgajeokeeja,Productivity,4,0,1,4,0,0,1,12,13,10,2,0,17
nmcamjpjiefpjagnjmkedchjkmedadhc,Productivity,1,0,0,1,0,0,0,3,4,4,0,0,8
kkomlekhfedfelahgkjgnpimklgdaggl,Productivity,1,0,0,2,0,0,0,5,6,8,1,0,10
nmbgmlcgfijmpcpphmdndjjchiokjlfb,Productivity,4,0,0,5,0,0,0,13,14,10,0,0,16
lannejjfkoabhaaeapeiemfefgccjjik,Productivity,0,0,0,0,0,0,2,5,7,6,3,0,10
obnfocapbfldffaifphopebabhclccmc,Productivity,1,0,0,2,0,0,0,8,7,4,1,0,9
pmgcnijgmbkchebjfkfbbbblffjlfefg,Productivity,1,0,0,1,0,0,0,1,2,2,0,0,5
ibbkfijlikhkenbcdlkackfjfbcakdon,Productivity,0,0,0,2,0,0,0,8,8,7,1,0,11
ppackmfialocmnajikhddkdpofbaoibp,Productivity,1,0,0,2,0,0,0,6,7,5,0,0,10
pdefblacohipeefbmebhalgjickekjnp,Productivity,1,0,0,5,0,0,1,7,9,8,2,0,12
kddlnbejbpknoedebeojobofnbdfhpnm,Productivity,1,0,0,2,0,0,0,8,8,6,0,0,13
dipifcigkojgifkohlhobcanhkkojagc,Productivity,2,0,0,5,1,0,0,10,11,9,1,0,15
dfdnmbkcfddekonmblhmagdggecjboeb,Productivity,5,0,0,5,0,0,1,7,12,10,0,1,13
lodfihlkijchmhheemaejbfkjkmaejkk,Productivity,1,0,0,1,0,0,0,6,6,3,0,0,9
mhkmjcppnlcgedcmnilaccdncackglne,Productivity,0,0,0,1,0,0,0,5,1,1,0,0,5
nbjimpahfmodcpmklbonpdpdpbgkkiof,Productivity,2,0,0,1,0,0,0,5,4,7,0,1,12
eofldjecdkcjhnccphadkomkiebjfdkl,Productivity,0,0,0,0,0,0,0,11,12,9,3,0,14
docdmgijbdlobilamkipaleciekbgbgl,Productivity,1,0,0,6,0,0,0,13,14,5,1,0,18
gjpailejdpdagnjdddpgpdlkfknlfncj,Productivity,1,0,0,2,0,1,0,7,6,9,0,0,13
apgjfbcibghlclbdiipmojppngeilcol,Productivity,3,0,0,3,0,0,0,10,11,10,2,0,12
bhmojjcekjlcfcbfjbghopngnmpdjcoo,Productivity,5,0,0,5,0,0,0,10,10,9,0,0,12
igiikbkgabkahbgjgjkikhicpfnjgbie,Productivity,4,0,0,4,0,0,0,11,12,10,1,0,14
iojbineikflimnhffdhakfelheiphhog,Productivity,1,0,0,5,0,0,1,5,6,4,3,0,8
bngmobiiapgiphgfeiegibbmaoflfdoa,Productivity,6,0,0,8,1,0,0,16,16,9,1,0,19
ifiaikfdhcagbagdeflffjdammidpbio,Productivity,0,0,0,0,0,0,0,2,1,1,0,0,2
dhinnmeaoclnlchhklkafkcjeoioeala,Productivity,2,0,0,2,0,0,1,10,6,11,0,0,15
kgkjmljnaneinhnbbdhigejjffonhffb,Productivity,1,0,0,1,0,0,0,6,5,2,1,0,10
fhafmefnbokbkdbheggacacknjfoabkn,Productivity,2,0,0,2,0,0,0,7,10,10,0,0,11
acmnikdadpjghhiphlkneneeflhmiidh,Productivity,0,0,0,0,0,0,0,3,3,5,0,0,9
odjlgdgkahiehepabfdddaapbdficekj,Productivity,1,0,0,1,0,0,0,6,8,7,0,0,12
bpneiabdnfmenainoficenddegfhgedo,Productivity,4,1,0,4,0,0,0,8,9,5,1,0,10
akkeflfepdogekcemgkidllneichjhce,Productivity,3,0,0,3,0,0,0,13,10,10,1,0,16
ejjgmkchigpndaegkgbgpnmhplehnpjh,Productivity,5,0,0,5,3,0,0,9,4,9,0,0,14
ploehphknlmjhdfmcpeldknpgclomgpn,Productivity,0,0,0,0,0,0,0,3,6,6,0,0,8
gpapkfmkdjodcgmehocffiamjalppmmf,Productivity,1,0,0,1,0,0,0,6,6,5,0,0,6
fednanlonchmiaiekkfgndeecpmihahg,Productivity,3,1,0,3,1,1,0,9,7,7,1,0,11
jnkhcoegoinfpkmjcpgbbgkhkenhfnio,Productivity,2,0,0,4,0,0,0,7,7,7,0,0,9
olmldjaicdbnkabfiieclmigepfakdoj,Productivity,2,1,0,2,0,0,0,3,12,4,0,0,14
fmibjefcmdhoeomfojpogiaonngjoijj,Productivity,1,0,0,1,0,0,0,9,8,3,1,0,10
onnbninpkffkhmcpmoaebpjfehdncjkg,Productivity,4,0,1,4,1,0,0,8,11,10,2,0,11
jmlffnpibekcbkhffhhjjdakbenjclck,Productivity,1,0,0,1,0,0,0,14,11,5,3,0,16
emfelldhnpjhbbcichmcppcjhddjopkj,Productivity,6,0,0,6,0,0,0,9,7,9,0,0,12
bgnjbpciejojifhejoagmfjeagdghgan,Productivity,0,0,0,1,1,0,0,7,6,5,0,0,9
dmlmcpcjndojhbflolmdgfpojnjfdlbj,Productivity,5,0,0,8,1,0,0,11,10,10,0,0,12
naofmgdiejdllahgkfhlhafmdadkamag,Productivity,1,0,0,1,0,0,0,3,2,4,0,0,8
ogcbmhnhcfklbpgkmjkgmmmmflmddgnn,Productivity,1,0,0,4,0,0,0,10,10,6,2,0,12
lngflefpipljfcoopdmegnhdnhbkgibc,Productivity,0,0,0,1,0,0,4,9,8,6,2,0,16
kcehhlafogfkbffpgkenmnjiiokcncfc,Productivity,5,0,0,2,2,0,2,10,7,10,1,2,12
ckbomlknmandimdddbaakmflbjnibcai,Productivity,0,0,0,0,0,0,0,5,5,4,0,0,10
ogimacblcmilpkcgikhfonpnihlmckmd,Productivity,3,0,0,3,2,0,4,12,13,7,2,0,15
ccdgonnidaghcdicoebncgncfmpagpdk,Productivity,2,0,0,3,0,0,1,8,7,5,1,0,9
kpkgcgllfehjnlfibadamcmclonjdchg,Productivity,0,0,0,0,0,0,0,0,1,5,0,0,8
cefflgeddnkkelikoipccmchcifnmabj,Productivity,1,0,0,2,0,0,0,3,5,6,0,0,11
jfponkocbfdemcmihbbkcekiohgidopk,Productivity,0,0,0,1,0,0,1,4,3,3,0,0,8
feflbhjlcbmajdimdfjplollnknamonp,Productivity,4,1,0,5,2,0,0,12,10,7,2,0,14
blljobffcekcbopmkgfhpcjmbfnelkfg,Productivity,1,1,0,0,0,1,1,13,14,9,6,0,14
hjedheodhcoiejlffmmnjofmhggbdmjh,Productivity,5,0,0,3,0,0,0,8,6,5,0,0,11
ikbhbonbdgohhiilbpbffcjgnpbpmfah,Productivity,1,0,0,3,0,0,0,7,9,6,0,0,13
ccfjmnfklnaofoggkolocloghafpoccc,Productivity,1,0,0,1,0,0,2,5,7,8,1,1,11
pcaiedaadpkklceodgbbelhbhpeipidf,Productivity,2,0,0,2,0,0,1,6,7,6,2,0,11
gkcgkjmlaghnkcafnfpohohepjihlnnp,Productivity,1,0,0,2,0,0,1,7,6,4,0,0,8
hkimbcgopgnbgaipgdpbipigjgkpioef,Productivity,0,0,0,1,0,0,0,2,2,2,0,0,6
epdgnnildheopikdpdooanjlafgndmmk,Productivity,2,0,0,4,0,0,0,11,8,7,1,0,14
bddbafgkmneiebpibclbakmdnijhgeim,Productivity,1,0,0,2,0,0,1,14,14,8,1,0,15
maffnemieclgahnalopfngbddfhneghd,Productivity,1,0,0,1,0,0,0,10,9,8,0,0,13
cadlpkhdkhlecgchhgaclpnbahfckppp,Productivity,1,0,0,3,0,0,0,7,8,8,0,0,11
fbfenljjbahpbnpffpepeiommncfckci,Productivity,1,0,0,3,0,0,0,6,6,6,2,0,7
dfnkojdgkmiihbiijkoajlediofgapil,Productivity,3,1,1,3,2,0,0,7,6,7,1,0,11
pbjoidcijiodknaiocppjokdgbmhfgme,Productivity,1,0,0,2,0,0,0,5,7,8,2,0,10
hdneaoibdfdmifgfjjlkbkceanhjmgch,Productivity,0,0,0,1,0,0,0,5,7,10,0,0,12
lmdokmfkjfkddpgelnihilnkgdhajihb,Productivity,2,0,0,2,0,0,0,10,10,3,1,0,12
ojbcfhjmpigfobfclfflafhblgemeidi,Productivity,1,0,0,5,0,0,0,7,7,9,0,0,12
nmgompbjlnmphfjijajnkimcajkdefhl,Productivity,1,0,0,2,0,0,0,8,7,5,0,0,11
iodgmlcdnnjgiejimnifloaaaehkbdno,Productivity,3,0,0,2,0,0,0,7,4,4,0,0,11
kcaeeijmehodhlebigdekedaehnconpb,Productivity,1,0,0,1,0,0,0,3,2,4,0,0,5
dgjmpmpekklkodohblhcoapajfgpfhji,Productivity,1,0,0,1,0,0,0,4,3,5,0,0,10
loigpbgkmjjhjodnhlpmbjmojchpdjih,Productivity,0,0,0,0,0,0,0,4,3,4,1,0,8
mnnncmionhdkfigimjkplladfnbgpofn,Productivity,0,0,0,0,0,0,0,2,1,1,1,0,2
noeilkljmfafbfcdoieialchglebbcea,Productivity,5,0,0,5,0,0,0,11,9,7,2,0,13
jaaiechclhbgnifboamkoifkippfiplo,Productivity,2,0,0,4,0,0,0,13,12,7,1,0,16
nobmbldhlggcgmhkjeahdnjpcgoclhif,Productivity,2,0,0,2,0,0,0,7,4,5,1,0,10
jdfaodoafhjoedjanmfoiiindbiobmjh,Productivity,1,0,0,2,0,0,0,11,10,8,2,0,12
jhhhedkfmnicjbgkllalmjlmepcbbkdg,Productivity,2,0,0,2,0,0,0,5,6,3,0,0,9
gejjhbmdieaablhpbpmejjchiidmedmn,Productivity,2,0,0,2,0,0,0,2,7,5,0,0,9
eiipndahbfgdfnhbdkbgeaabonlbfcmg,Productivity,2,0,0,2,0,0,0,3,3,4,0,0,7
openfippajlljagenibphbbpmifdploj,Productivity,1,0,0,2,0,0,3,7,6,6,2,0,11
oalppghjjihdkoipgennadgjkigocjib,Productivity,4,0,0,4,1,0,0,17,15,11,1,1,19
eaiohlimbkhifknljidephnpadioaiab,Productivity,1,0,0,1,0,0,0,4,4,6,0,0,12
pidaodnmlepjkmkldnfommgpckflndfg,Productivity,1,0,0,3,0,0,0,6,8,7,1,0,13
khnpeclbnipcdacdkhejifenadikeghk,Productivity,5,0,0,5,0,1,0,6,6,5,0,0,10
blnfalmabnhfefgkeckgkgeaimblcldo,Productivity,1,0,0,2,1,0,0,8,6,6,0,0,11
pbghlnngciboeibjckhadpjhgpnhjcid,Productivity,3,0,0,4,0,0,0,5,8,8,0,0,9
debonngadmbhljaniieephjhndihdkom,Productivity,0,0,0,0,0,0,0,2,1,1,0,0,2
klimiinidplmjgmonpklfclihphcebdf,Productivity,0,0,0,1,0,0,0,2,3,3,0,0,6
dkpehikkogbffbpeomoomompaaphmpgp,Productivity,1,0,0,1,0,0,0,8,10,4,0,0,13
dhchhdbeibepkacjikkolhimlemkkjam,Productivity,1,0,0,2,0,0,0,9,11,10,3,0,16
mmpooepopgcoeadeopohjlfekbkfnjoa,Productivity,1,0,0,1,0,0,0,7,4,6,0,1,8
nopfmddhlonijbmeaadblepeloijkllg,Productivity,1,0,0,1,0,0,0,4,6,6,0,0,11
amfblmhlmfdgfmhbabmogollefabdgjd,Productivity,1,0,0,1,0,0,0,6,5,4,0,0,8
odeoccmcnfdmnnedeghgedflgahnfmfe,Productivity,1,0,0,5,0,1,0,11,13,6,0,0,13
fcohgfilngajddgokkckbpfkpmojoejf,Productivity,1,0,0,1,0,0,0,8,9,6,0,0,12
abogmiocnneedmmepnohnhlijcjpcifd,Productivity,1,0,0,4,1,0,0,7,7,9,1,0,15
dkaedoafnhghbnaakihajldghaabpcio,Productivity,3,0,0,1,1,0,0,10,8,7,7,0,11
knjkgoighhalckigihppnlnhekplefmd,Productivity,3,0,0,4,0,0,3,12,15,12,1,0,16
kgppkpglmphcponcbfcelckohjagpfck,Productivity,0,0,0,0,0,0,0,6,4,6,1,0,11
omeejnobmdbhbpbakcaecaepbmombfho,Productivity,1,0,0,5,0,0,0,8,5,6,0,0,8
gcebmhodconalkpiebfgodafbglpmjjm,Productivity,1,0,0,1,0,0,0,9,10,5,5,0,11
jfanfpmalehkemdiiebjljddhgojhfab,Productivity,2,0,0,3,0,0,0,11,10,8,1,0,13
nccblmppdibcjpiamndcnecjnibnhioh,Productivity,0,0,0,0,0,0,0,8,7,4,0,0,11
kdcnbaifjppfkjmichaahffmpbfhacgc,Productivity,1,0,0,4,0,0,0,10,9,8,0,0,14
bpoadpcobdbakpgkgpfhlggfapdkiijm,Productivity,4,0,0,6,0,0,0,11,6,9,0,0,14
hahkojdegblcccihngmgndhdfheheofe,Productivity,1,0,0,1,0,0,0,7,7,4,0,0,7
enfdapnpdfpgjamddpkdfliienniaimb,Productivity,7,0,0,7,0,0,0,9,7,11,0,0,11
bfefopmemefmnhiihkcoffefofogkban,Productivity,0,0,0,2,0,0,0,10,10,7,1,0,15
cckdnkffddcifghhlecfhdkaohikjnca,Productivity,1,0,0,3,0,0,0,9,11,12,3,0,16
lmomjjhiaclieneafebehojipblekdjm,Productivity,2,0,0,2,0,0,0,7,7,3,0,0,11
jakhcoeodnblkcpbeoikikibfclknnlc,Productivity,3,0,0,6,1,0,0,13,14,9,3,0,14
hbjmnnfhadeedfpchjhofclcdohnbfhe,Productivity,4,0,0,3,1,0,0,11,12,4,5,0,12
einhnnefagbomefmjgjckbbenopepdhg,Productivity,1,0,0,2,0,0,0,8,5,5,1,0,13
jlpgjeiblkojkaedoobnfkgobdddimon,Productivity,1,0,0,1,0,0,1,8,7,5,0,1,12
nogmhgbigpdcamnpfnjfblapggbafbkd,Productivity,4,0,0,4,2,0,0,8,2,7,0,0,13
ggbjpoaaoeklmpdfjcbgenmbdjhecjjp,Productivity,2,1,0,2,1,0,0,6,3,5,2,0,8
bnkhfdnolibkffpgkaajgamghllfgjlf,Productivity,4,0,0,4,2,0,0,9,9,9,2,0,13
nofhlafikocbioemioehbpadpgjlpeco,Productivity,4,1,1,4,2,0,1,13,11,7,0,0,13
ocnmfcnkkcpojobfhhpokjccbjbbmplb,Productivity,2,0,0,2,1,0,0,7,8,5,0,0,10
bkdmkcpliolodfhpndnocfpglldmeeop,Productivity,0,0,0,0,0,0,0,6,7,2,0,0,8
pkdccieegjgkldobeefnfomkdihlkcdp,Productivity,0,0,0,0,0,0,0,4,6,2,0,0,6
ahcefhodjjnpmeeaghfhocjiicghdcbn,Productivity,4,0,0,5,0,0,0,10,8,8,1,0,13
eihpcdoafdobgpchpdfpgnlbfghjpmen,Productivity,4,0,0,4,0,0,0,8,7,9,1,0,12
necpbmbhhdiplmfhmjicabdeighkndkn,Productivity,5,1,0,5,0,0,0,12,12,10,2,0,15
jhpjbniceafncncbafccncakkkejhaka,Productivity,0,0,0,0,0,0,0,7,6,5,0,0,13
hhjmklcfpbefmepjoofdgpcddmkbgjoj,Productivity,5,0,0,3,0,0,0,8,7,3,0,0,9
gnfgpckgnjfpifajcmmkegajbnmpdagb,Productivity,2,0,0,3,0,0,1,9,13,7,1,0,15
bihffolfihddmldochipbojhdpjhalpp,Productivity,1,0,0,1,0,0,1,9,8,11,0,0,13
bidolfkgmbnlnijabkjafdajjpocfhol,Productivity,1,0,0,1,0,0,0,4,5,7,0,0,10
cejjkjhmaagkagljjlcokekihpldfdpp,Productivity,3,0,0,4,0,0,0,9,8,9,0,1,11
cficffnibofojnlliahgjfogcpfpglcm,Productivity,2,0,0,3,0,0,0,4,4,4,1,0,8
lfjjkejjcighooiohaacdhlgpbfoldca,Productivity,1,0,0,1,0,0,0,8,8,4,0,0,12
flfhkellafphdlcigippmenebkodkina,Productivity,2,0,0,5,0,0,0,9,7,6,0,0,9
ajnfcfcljbmhihiomjgkbcmbkchajeon,Productivity,1,0,0,1,0,0,1,7,7,4,0,0,13
denclgaokihhiomhdcnmohmocmffhgin,Productivity,1,0,0,1,0,0,2,10,10,8,1,0,11
ihnjdjnoabflmpbngpfminhdanfcooom,Productivity,3,0,0,3,0,0,0,9,10,9,2,0,14
jnhbbkmdjdehejoajlcjhcdlofkchcbj,Productivity,3,0,0,3,0,0,2,9,9,6,2,0,11
gnpkccnnndfomombnhlhaihkgnlcnbik,Productivity,3,0,0,5,1,0,0,10,7,9,0,0,15
