id,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
jhngfghbfdjfdfejdjlgpmaeeegckldm,Developer Tools,2,0,0,2,0,0,1,3,6,5,0,0,10
mfikcokdfehaofebfhoehbajfgbofdpk,Developer Tools,0,0,0,1,0,0,1,9,8,7,0,0,10
jbkkfkiodjkhcahpkkabkkgjfpgjmfpk,Developer Tools,4,0,0,4,0,0,1,5,8,7,0,0,9
bnjeddacadflcjdjiaddmefblclmmenj,Developer Tools,1,0,0,1,0,1,1,6,6,2,0,0,6
mllfefhpnfcegnbepchcijjijhageknh,Developer Tools,2,0,0,1,0,0,2,5,6,7,1,0,10
agdgcbaiogjbbofihfmhednegcohokfh,Developer Tools,4,0,0,3,2,0,0,7,14,6,0,0,14
ikohbdahicgdmbceeolbifegajmcohce,Developer Tools,0,0,0,0,0,0,0,4,4,3,0,0,7
hnnejgplcjlaodlfkipidinoaplhchpo,Developer Tools,2,0,0,1,1,0,0,8,7,8,1,0,11
apmgkjaoljlahcldcoekghdngcbceebf,Developer Tools,2,0,0,2,0,1,0,6,6,6,0,0,11
egkfcdbgbngoleofdabdfbmknjmgijel,Developer Tools,0,0,0,1,0,0,0,6,8,6,0,0,9
ldmoadlgicnpphgckddbhpnbbkbnepch,Developer Tools,1,0,0,0,0,0,0,3,4,2,0,0,8
odffeinbeihabojiibnaeggeapingmpk,Developer Tools,2,0,0,2,0,0,4,5,5,11,0,0,13
ccakibballjagidfebldkmghgndangdk,Developer Tools,2,0,0,2,0,0,0,11,9,7,0,0,12
dagohlmlhagincbfilmkadjgmdnkjinl,Developer Tools,2,0,0,4,0,0,0,11,12,8,0,0,14
dbdgiflhgmcjbnigmbebfnmkfhljmhem,Developer Tools,1,0,0,1,0,0,2,6,9,7,0,0,10
gnhhdgbaldcilmgcpfddgdbkhjohddkj,Developer Tools,1,0,0,1,0,0,0,9,7,3,0,0,13
llgblglgahjcbfleebcggmnpkhfeokoc,Developer Tools,2,0,0,1,1,0,0,4,3,2,0,0,5
deoegoebpjdcbfmecfjfdihkoncjfmfd,Developer Tools,1,0,0,2,0,0,1,7,6,6,0,0,9
cjpcmpioceijmelkgknddeiljogoakbl,Developer Tools,0,0,0,1,0,0,0,2,1,2,0,0,5
hbhkfnpodhdcaophahpkiflechaoddoi,Developer Tools,3,0,0,3,0,0,0,10,9,5,0,0,10
ghmhnieihpbnbakfplhabglpdpcphomf,Developer Tools,2,0,0,2,0,0,0,9,6,5,0,0,11
bjchnamfmkkcejgiacanfhnokbchijoj,Developer Tools,3,0,0,4,0,0,1,8,8,7,1,0,11
galjejegpfplkacednnfipedcdfdpiak,Developer Tools,0,0,0,0,0,0,0,7,12,7,0,0,15
glpljojimangbbmcgjkjekeaienoagda,Developer Tools,1,0,0,1,0,0,0,4,5,4,1,0,7
jcejoncdonagmfohjcdgohnmecaipidc,Developer Tools,1,0,0,2,0,0,0,7,6,5,1,0,10
jeinhnlccpembeoccdhdpnolnmkfcblp,Developer Tools,2,0,0,2,0,0,0,5,7,4,0,0,11
cnmcnafaccboidemenkpfnlgfcejijgm,Developer Tools,2,0,0,2,0,0,0,8,8,7,2,0,10
nfhdjopbhlggibjlimhdbogflgmbiahc,Developer Tools,0,0,0,0,0,0,0,4,3,8,0,0,11
jbekfkgidfgnjgnnaiklfjhepdbhclme,Developer Tools,1,0,0,1,0,0,1,3,4,5,0,0,9
acchkklkpbnefohnlbdjnlndnkhpcmfi,Developer Tools,3,0,0,3,0,0,0,6,6,4,1,0,10
ipofikknncgcohpploljmbmpkgamedmi,Developer Tools,1,0,0,2,0,0,0,8,7,5,0,0,8
nkbokoloejkhohjlickhfkjfmbmboaof,Developer Tools,2,0,0,3,0,0,0,15,13,8,3,0,17
eajaahbjpnhghjcdaclbkeamlkepinbl,Developer Tools,1,0,0,1,0,0,0,4,6,4,2,0,8
ncdifkcipeniikkbckejmnbbcofdheig,Developer Tools,2,0,0,3,0,0,0,7,8,6,0,0,12
padangffopopehnkjkcfnmcnblijlfbn,Developer Tools,0,0,0,0,0,0,0,7,7,3,0,0,8
hphopgkeljnhnelfemnmfodcaomegjab,Developer Tools,1,0,0,3,0,0,0,6,7,4,1,0,9
dbiolbddipbicaokllijphafkgbedhcm,Developer Tools,1,0,0,1,0,0,0,5,4,6,0,1,10
dhnagjladcclacjnccpnibdmkljidnhl,Developer Tools,2,0,0,1,1,0,0,9,5,8,1,0,17
hnhmgniogpkaanhebibdlnnhnehlifck,Developer Tools,0,0,0,1,0,0,0,3,4,5,0,0,10
nimncjjomfcjmfnghgaopccmdggjfoam,Developer Tools,4,1,0,4,0,0,2,11,8,12,1,0,13
amdpaddjomijpihlfgmecfknjmdloplf,Developer Tools,1,0,0,1,0,0,0,9,9,4,1,0,11
pdnfjolnfbmlmncgkjphobojiglpcpic,Developer Tools,0,0,0,1,0,0,0,6,6,7,0,0,9
faohhpljpinccbhfhaneikofmhfofbhn,Developer Tools,1,0,0,2,0,0,0,4,2,4,0,0,7
dcemlmncjcljhjfbijimcamijgfdgieb,Developer Tools,2,0,0,2,0,0,0,6,8,4,0,0,10
aibdjehbnedbkkojmjohamkloglhlonb,Developer Tools,1,0,0,1,0,0,0,8,6,8,1,0,10
femjhnbnfdgnjhkfehgkiaonegnlobjb,Developer Tools,1,0,0,2,0,0,1,12,11,5,0,0,14
nfeljdpmmhjejeigjfgamhgkmakpacie,Developer Tools,0,0,0,0,0,0,0,5,0,3,0,0,5
cnoohkfilnjedjeamhmpokfgaadgkgcl,Developer Tools,1,1,0,1,1,0,0,9,9,5,1,1,10
dahgffeoinmcepkgajajdmfenhnffhpn,Developer Tools,2,0,0,3,0,0,0,13,12,10,0,0,17
cejlpdpgokleliekienpmkjdiamjpnin,Developer Tools,0,0,0,1,0,0,0,4,4,3,0,0,12
bfkookcjhlalpmeedppachhdkhmflbah,Developer Tools,2,0,0,0,1,0,0,15,11,8,0,0,16
jbbflngbpdnkacdkmecmcikamfkoakkk,Developer Tools,1,0,0,2,0,0,0,6,2,5,2,0,6
nonmkedeiakmkdahnfokadndcfcajnoj,Developer Tools,0,0,0,1,0,0,0,5,5,4,0,0,7
jhfcphndadodhmoomhiniihkfhjgnpch,Developer Tools,0,0,0,1,0,0,0,4,5,2,0,0,6
mhfjedhbggbodliofccpefegbmaoohin,Developer Tools,2,0,0,3,0,0,2,10,11,7,1,0,12
dphhcbhnnmpgnfimjdccmjagngkeoikh,Developer Tools,0,0,0,1,0,0,1,10,10,5,1,0,11
enjdlngibamhjfldfhpnoelmipimpjkd,Developer Tools,2,0,0,1,0,0,0,9,10,5,0,0,12
oigapgdbncfomkgiihkahcgbmmibdfea,Developer Tools,0,0,0,0,0,0,0,1,0,0,0,0,1
fakjeijchchmicjllnabpdkclfkpbiag,Developer Tools,1,0,0,1,0,0,0,5,5,6,0,1,10
ihaggegljjllcekfijgdbdfddkfnigik,Developer Tools,1,0,0,1,0,0,2,3,7,5,0,0,9
ohaeppcmckoalmhpehngkdoolfcpnkaa,Developer Tools,3,0,0,3,0,0,2,12,10,9,2,0,14
ohaddebmmlbbjnpobfgmlkelfoiokojh,Developer Tools,2,0,0,2,0,0,0,5,7,4,2,0,11
klhfgmmihbgojnnbhdbnefjmiidlgfld,Developer Tools,1,0,1,3,1,0,0,10,8,5,0,0,11
beocafikmjfhefiagkkcclabdianmpbn,Developer Tools,1,0,0,1,0,0,0,8,8,5,0,0,9
cickpekpnhfcbhbacdaldmolhiehamjd,Developer Tools,3,0,0,2,2,0,0,5,11,9,0,0,13
nglkdkpdncleifbbjhhlfpakclhahhkn,Developer Tools,4,0,0,4,0,0,0,7,11,6,0,0,12
necipeebkikcoingolmohfaeckegimid,Developer Tools,2,0,0,2,1,0,0,9,4,8,0,1,10
cnkngghjlmflbbkkhfbmbjpemobhoiac,Developer Tools,2,0,0,2,0,0,1,9,7,6,2,0,11
ohjcieidjalbkdciooknjhkfemfajpjc,Developer Tools,0,0,0,0,0,0,1,7,5,5,0,0,11
egfhcfdfnajldliefpdoaojgahefjhhi,Developer Tools,1,0,0,1,0,0,0,13,13,8,0,0,17
acojndadomohnjafbdclbonkohefnmhc,Developer Tools,0,0,0,0,0,0,0,6,7,6,0,0,10
pphamkmhoolkjbakfllocenmbdbdnakl,Developer Tools,0,0,0,0,0,0,0,5,4,5,3,0,15
okckmdcaaieknndlpbpjjnfmbakdjnbe,Developer Tools,2,0,0,2,1,0,0,5,5,4,0,0,7
ngkohmgphglmlkembppjmdkepdmaiejd,Developer Tools,1,0,0,1,0,0,0,5,6,7,0,0,10
njhgppihgleonhgjanbjojnpgjkfmijo,Developer Tools,0,0,0,1,0,0,0,8,5,6,0,0,9
gckbkljdodepafojbkbjkgdpodbjfjdm,Developer Tools,1,0,0,1,1,0,0,7,1,5,0,0,8
ibfedcelmpkpljfgndepafmagniokihe,Developer Tools,0,0,0,2,0,0,0,8,7,4,0,0,11
ngiiihlebepigjbefembddhdplmaghep,Developer Tools,2,0,0,2,1,0,0,6,8,7,0,0,10
mpejgchdkdnopdakonfflegngoehabca,Developer Tools,2,0,0,2,0,0,0,7,7,6,1,0,10
ecagboaidkckbhonmjniffaeclheihif,Developer Tools,4,0,0,6,0,0,0,11,12,9,3,1,15
mcngolehbdnjjdgbcafgkgigjmplbmhb,Developer Tools,1,0,0,2,2,0,0,7,6,9,2,0,14
leebgfjiljadmconbpkhlfambnlcchai,Developer Tools,2,0,0,4,0,0,0,8,7,5,0,0,11
njclcjfoekkdmgdgdfdididdffpkcfgj,Developer Tools,2,0,0,2,0,0,0,5,7,5,0,0,8
ncjlajgmnaapkkaoijgmcbofppncapli,Developer Tools,2,0,0,2,0,0,1,9,11,8,1,0,13
gjoffkgdelmaodajhoncmleiamifdcgi,Developer Tools,0,0,0,0,0,0,0,6,3,7,1,0,10
hokniajmhnknadmnmnlgikbhmaclefhj,Developer Tools,0,0,0,0,0,0,0,5,5,4,0,0,5
bdmnjlaenedmfiihbaibdmmnpnoocedj,Developer Tools,1,0,0,1,0,0,0,4,1,3,0,0,5
cmlgepelnlkdnmjhfhmohjmdfhmknbee,Developer Tools,1,0,0,1,0,0,0,3,1,3,0,0,6
onbjgpagpojnnpjldhadpogpjbmfdbnc,Developer Tools,0,0,0,0,0,0,2,4,3,2,0,0,6
mmlfimabppjddbmemjegaojhcibkjmjn,Developer Tools,0,0,0,0,0,0,0,2,0,1,0,0,2
omlflgllokdkamhdgiaalffaeopelagg,Developer Tools,1,0,0,0,0,0,1,12,14,5,1,0,16
bkckbmnflmjhjcamhoinobndahnjahea,Developer Tools,3,0,0,3,0,1,0,8,6,8,1,0,15
kcgpggonjhmeaejebeoeomdlohicfhce,Developer Tools,0,0,0,0,0,0,0,8,9,4,0,0,9
opicicjmjigahnbihniecegkphhakgbk,Developer Tools,3,0,0,3,0,1,0,6,5,9,0,0,14
gbldmgclhieaaonnkkjkajlfjjeildjo,Developer Tools,0,0,0,0,0,0,1,3,8,4,0,0,8
ffigcfdeggacicelkoebefekgadgcibn,Developer Tools,3,0,0,3,0,0,0,8,7,8,2,0,13
bpnjommoddppdifieafdlpfomplpciic,Developer Tools,0,0,0,0,0,0,0,6,9,5,0,0,12
dkbkhnelikjjaekjghfckcobnolojmjc,Developer Tools,0,0,0,0,0,0,0,3,6,2,1,0,9
kbppiimbnpoalogphgccdikkjhjolmfn,Developer Tools,3,0,0,3,1,0,0,10,11,9,0,0,14
loeablglhbnehkeoeebemilfeelpcoma,Developer Tools,2,0,0,2,0,0,0,6,7,4,1,0,7
fcjcanbkalgfniilkedfjgaglfgdjlcb,Developer Tools,0,0,0,0,0,0,0,4,4,4,1,0,8
djgfmlohefpomchfabngccpbaflcahjf,Developer Tools,0,0,0,0,0,0,0,4,7,4,0,0,8
nflbjeolgdddblhpbphgbjglpaadaodi,Developer Tools,3,0,0,3,0,0,0,3,3,8,0,0,13
ejcchkhjgbjadmbgaogpghkpjgccmdeh,Developer Tools,1,0,0,1,0,0,0,4,5,3,0,0,7
lijfhpjilhgjgmmogbplibooofcllmgo,Developer Tools,3,0,0,4,2,0,1,10,10,10,1,0,12
hmfekjoaiibnmeciehjkjbdhddfjpddo,Developer Tools,0,0,0,2,0,0,0,4,10,7,1,0,12
hdhamekapmnmceohfdbfelofidflfelm,Developer Tools,1,0,0,1,1,0,0,8,6,4,0,0,8
ilhlgpdndaddmmmlnhdeapblelmjmlpl,Developer Tools,3,0,0,3,0,0,0,8,11,8,0,0,13
fdpohaocaechififmbbbbbknoalclacl,Developer Tools,1,0,0,1,0,0,0,3,5,5,0,0,6
ejdcnikffjleeffpigekhccpepplaode,Developer Tools,1,1,0,2,1,0,0,9,11,7,0,0,13
mkemccfkdgpaelbmkbahfnpkoellgjpi,Developer Tools,1,0,0,3,1,0,0,6,6,6,1,0,12
ldleapnlgbkpkabhbkkeangmnfpikahe,Developer Tools,1,0,0,1,0,0,0,3,5,6,0,0,9
ahhjfofclhjllmiglebianajpmkabcbc,Developer Tools,0,0,0,0,0,0,0,3,2,6,0,0,13
kgehmpaejbdohkkhjjkejhodgnjeejgm,Developer Tools,3,0,0,4,1,0,0,7,9,9,1,0,13
cmcjhhhfakbhoaopnmkckopickcihkab,Developer Tools,0,0,0,0,0,0,0,3,5,4,0,0,9
paliloflcbhaookolcmblnnjkjdcpihp,Developer Tools,0,0,0,1,0,0,0,5,1,4,0,0,7
ppbpfkdfdbdpflkahbidgilomkiiholg,Developer Tools,1,0,0,1,0,0,1,9,12,9,2,0,13
apkgobbdndlnnelabdjdapopocfcgbhf,Developer Tools,0,0,0,1,0,0,0,5,6,5,3,0,12
npjegcmgbllogichihppgjfpogfihelo,Developer Tools,0,0,0,0,0,0,0,2,4,0,0,0,5
hiakfpoofhkpahdhabmfknbdedlcopbg,Developer Tools,1,0,0,2,0,0,0,6,6,4,0,0,9
ilcoelkkcokgeeijnopjnolmmighnppp,Developer Tools,0,0,0,0,0,0,0,9,9,5,0,0,10
ggehiibkppabmbennhmapkononmhidei,Developer Tools,0,0,0,1,0,0,0,6,4,5,0,0,8
ahchimdkljhhfjkklkafookapgikdhkk,Developer Tools,2,0,0,2,0,0,0,2,2,3,0,0,4
ndmokeajjmahneklbjnacgbbhifjhnkc,Developer Tools,4,0,0,3,1,0,0,8,9,8,1,0,11
fnhigjljloiagjbmimpaokbpibfpiibf,Developer Tools,0,0,0,0,0,0,0,5,8,4,0,0,9
eonpfdjphnajomggbeblndohcddcmibo,Developer Tools,0,0,0,1,0,0,0,2,1,2,0,0,5
dphadcmpfbmlnokfbapmhepkfjakeblb,Developer Tools,2,0,0,2,0,0,0,7,13,9,0,0,16
dajhhgiioackgdldomhppobgjbinhimh,Developer Tools,1,0,0,1,1,0,0,10,10,11,1,0,13
ebedfcjmndjbaboecddbbjjjoleddfap,Developer Tools,1,0,0,2,0,0,0,11,15,11,0,0,17
enmmbfgeailcehfokaaanhgcolkodcim,Developer Tools,2,0,0,2,1,0,0,6,4,5,2,0,7
bjkmldgdbbehjahimccnckggoofdommo,Developer Tools,2,0,0,1,0,0,1,8,7,5,1,0,12
fndjogaaibickkpjcbefncckknnekaii,Developer Tools,0,0,0,0,0,0,0,5,8,3,0,0,11
emanejijncjdmojiabcfkolkkjdnnmol,Developer Tools,2,0,0,3,0,0,0,6,9,7,0,0,13
iffnoibnepbcloaaagchjonfplimpkob,Developer Tools,2,1,0,3,0,0,0,11,15,7,1,0,15
gknjkkofibflpnkdcfkioghkffdbdkik,Developer Tools,1,0,0,4,0,0,0,6,4,6,0,0,10
jemdgiimoenlbpbkjpacjbkjmhgopaei,Developer Tools,1,0,0,2,0,0,1,9,10,4,0,0,11
cdmedbnojkdahhdbjnemegblhbaalkbc,Developer Tools,0,0,0,0,0,0,0,3,3,3,0,0,4
gpmmlokoechmmeboecialijibkjajlaj,Developer Tools,0,0,0,0,0,0,0,8,3,3,1,0,13
gfjmjaloockgblofndpilcafdonjhhef,Developer Tools,0,0,0,1,1,0,0,3,5,3,0,0,8
cdockenadnadldjbbgcallicgledbeoc,Developer Tools,1,0,1,1,0,0,0,6,3,4,1,0,6
bpeblffgmddnafmnmdjohcmkbeifdlnb,Developer Tools,1,0,0,2,0,0,0,8,8,6,0,0,11
mejalgpjkfdfpemlljeomjdefolbikch,Developer Tools,2,0,0,3,1,0,0,5,7,6,2,0,10
jcbhpnoppbhpapnblnekhnipikecnfjh,Developer Tools,1,0,0,1,0,0,0,5,4,4,0,0,8
gdniinfdlmmmjpnhgnkmfpffipenjljo,Developer Tools,0,0,0,0,0,0,0,11,12,8,0,0,13
jadhpggafkbmpdpmpgigopmodldgfcki,Developer Tools,0,0,0,0,0,0,0,6,10,4,0,0,14
pmhhophjkcdolhpfbepkdpojoilnflmf,Developer Tools,3,0,0,3,1,0,1,10,10,6,0,0,11
mablelhcnnpdnjhngmpaklbcbjhjadgm,Developer Tools,0,0,0,0,0,0,0,4,3,4,0,0,8
ipdjcdgloeflhmclicjoknpohlbignhg,Developer Tools,0,0,0,0,0,0,0,7,10,5,0,0,10
lghhpdihhcajeokibgcajedpjlahgecd,Developer Tools,3,0,0,2,0,0,0,3,3,5,0,0,10
inockplhepiokjcbnhhgknmmpacmpgjj,Developer Tools,1,0,0,1,1,0,0,1,2,4,0,0,8
glaicnlmooddlibnipmedfkfjkphoklc,Developer Tools,0,0,0,0,0,0,0,7,8,3,0,0,10
mmbhchnmidfdfbecginjphmijieofngc,Developer Tools,0,0,0,0,0,0,0,10,12,5,0,0,13
ckphnapgdclmcpkilpffnbjcokeanfia,Developer Tools,1,0,1,2,0,0,0,2,3,5,0,0,6
bnlcejhadjmfmhnepahmncnnbdhfohnf,Developer Tools,1,0,0,1,0,0,1,6,8,5,0,0,8
egmipcpkalcanmhgjbmkeioigoefjkff,Developer Tools,0,0,0,0,0,0,0,2,1,2,0,0,4
dijfnbbppniichhlkjpkihehcgdcaonp,Developer Tools,4,0,0,7,1,0,0,9,14,10,0,0,16
dcokccgklilfbehagkdnmlpcdonfopeh,Developer Tools,0,0,0,1,0,0,0,4,3,4,0,0,5
khemlcodikojepckdfjegbkiclbndhfc,Developer Tools,0,0,0,0,0,0,0,4,6,3,0,0,11
pbljfomgollbampmcmalflifheichabj,Developer Tools,0,0,0,0,0,0,0,7,9,6,0,0,11
fdagehopkmchhcpgldglkgamgognjopb,Developer Tools,2,0,0,2,0,0,0,9,9,7,0,0,12
jpaojmdkffahijgphhkpocgjgjmnagok,Developer Tools,1,0,0,1,0,0,0,5,11,5,0,0,13
jgcfioffkaopmcgfdelaejgaconnlhnk,Developer Tools,2,0,0,3,0,0,1,12,8,7,1,0,15
nhfoelijkemiamcojheajehijpnndbel,Developer Tools,0,0,0,0,0,0,0,2,1,1,0,0,3
lplamhoijkpfdopdcoplgfkjghhbbpnc,Developer Tools,2,0,0,4,0,0,0,8,6,6,0,0,10
baemillejemnglggenjacjckigmbdiel,Developer Tools,1,0,0,1,0,0,0,5,6,3,0,0,7
gfmlaljopbojfghmafldbdecllafopom,Developer Tools,1,0,0,1,0,0,0,15,15,8,0,0,18
fdmgbnmbkiimohjhijcjkjmdbhfhepai,Developer Tools,1,0,0,2,0,0,0,8,8,10,1,0,13
pbdpnfbjgmfomeplaadabchcnakpphhd,Developer Tools,0,0,0,0,1,0,0,6,5,7,1,0,9
kmjmnkcgfmaedlmjedhpomffikaehfgf,Developer Tools,3,0,0,1,1,0,0,4,13,7,0,0,13
bfbameneiokkgbdmiekhjnmfkcnldhhm,Developer Tools,1,0,0,1,0,0,1,9,11,7,1,0,12
fdlcmnpfgnebkpnoclaalonenhhbdpnf,Developer Tools,0,0,0,1,1,0,0,5,6,4,0,0,10
fcjonpkgeobklldjidfkkihfgcgbmabc,Developer Tools,1,0,0,0,0,0,0,2,4,5,0,0,9
olfkgegmjhgehnakignkabhbdchkhnkj,Developer Tools,0,0,0,1,0,0,0,4,7,6,0,0,10
idpmfbffaojgchhbhkbcjjpagniekokn,Developer Tools,3,0,0,2,0,0,0,9,12,6,0,0,12
mgkgcnlobccfifpnlbglkajcjdkaefjj,Developer Tools,0,0,0,0,0,0,0,2,2,3,0,0,7
mcljbejigkdjgllejddjdacbhkopgihj,Developer Tools,0,0,0,0,0,0,0,9,8,4,1,0,10
ndlbedplllcgconngcnfmkadhokfaaln,Developer Tools,1,0,0,1,1,0,0,9,11,9,0,0,12
mkjmodmicmpjedhoekkmafdgpocdkbna,Developer Tools,3,0,0,5,1,0,0,10,13,7,0,0,15
popngnmmgnogohcakpnildedjnhogmco,Developer Tools,3,0,0,4,0,0,0,10,10,9,0,0,13
cfbjnjeaoamknmdojhgcblkebcphmcei,Developer Tools,1,0,0,2,0,0,0,9,11,4,0,0,13
bmnpfpnimkbemeeffdekpehbnbkmjikk,Developer Tools,0,0,0,2,0,0,0,7,7,5,0,0,11
gjhmlndokehcbkaockjlgeofgkiaiflg,Developer Tools,0,0,0,0,0,0,0,1,1,1,0,0,3
haeiefchakokoggcngggkfbgklaifbbm,Developer Tools,0,0,0,0,0,0,0,0,1,1,0,0,2
nenmcifhoegealiiblnpihbnjenleong,Developer Tools,3,0,0,3,0,0,0,5,7,3,0,0,11
cgmagalnhglnafodhkkojjiaejpdkbho,Developer Tools,1,0,0,1,0,0,0,4,6,4,0,0,8
lglmeekjblljbeemilnpakfhgaodnpik,Developer Tools,3,0,0,3,0,0,0,7,8,5,1,0,9
demelhhhnkocnphihjbhpafjnknknkdf,Developer Tools,1,0,0,2,0,0,0,8,5,7,2,0,8
offjapibapiggihggpgaopniamogjgjc,Developer Tools,3,0,0,3,0,0,0,5,8,7,0,0,12
mjecmgchgphemimdojlcfhkkniibojgg,Developer Tools,1,0,0,0,1,0,0,5,4,4,0,0,7
mcbhnfohilbeedlknebeocceiinkihdc,Developer Tools,1,0,0,2,0,0,0,5,5,6,0,0,11
glfffgjbfebdaehgdcaachlfcpkggbbc,Developer Tools,0,0,0,0,0,0,1,4,5,2,0,0,5
ebicpogndlpgfmlecipndcgjnamdnejh,Developer Tools,1,0,0,1,0,0,0,2,7,2,1,0,7
paieadcjejalokeedahhelpceiceagfk,Developer Tools,1,0,0,2,0,0,0,3,3,3,0,0,5
oilcmhidpnogbcpnlbngnelnlngddhfg,Developer Tools,1,0,0,1,0,0,0,5,7,4,1,0,10
hafdlehgocfcodbgjnpecfajgkeejnaa,Developer Tools,0,0,0,0,0,0,0,6,5,3,0,0,8
pdaociefbdibmlmebaflgmjilnljkcpn,Developer Tools,0,0,0,0,0,0,0,5,3,6,0,0,10
achikkhepgedlflnejhkmnfkkjnabcmf,Developer Tools,1,0,0,2,0,0,0,5,4,4,0,0,7
eofnmihgchadgacbgggdpjfgbdmkaafe,Developer Tools,4,0,0,4,0,0,0,9,8,7,1,0,11
gfdmoegfeakacaplngdcmlhinffnmbdn,Developer Tools,0,0,0,0,0,0,0,4,2,4,0,0,7
kkbppfeemcokihanpmoeiekponheemnj,Developer Tools,2,0,0,2,0,0,1,4,4,8,0,0,12
cgcfflfodgfcjgncckhjcmbibfebgfdo,Developer Tools,3,0,0,3,1,0,1,7,9,7,0,0,12
nigkfjnfbnlnkjkgoknmdkobpngidilo,Developer Tools,0,0,0,0,0,0,0,1,3,2,0,0,4
gbjocelfmcapnmcocncmheabfhdhmadl,Developer Tools,0,0,0,0,0,0,3,4,3,2,0,0,6
mdjopbnjoffpklcheigfancmmgemfbpc,Developer Tools,2,0,0,3,0,0,0,5,9,7,0,0,11
njjpmclekpigefnogajiknnheheacoaj,Developer Tools,2,0,0,2,0,0,1,7,12,12,0,0,16
oamjpfljjfenimjpcmcbpfflnebabkcp,Developer Tools,0,0,0,0,0,0,1,3,5,2,0,0,7
ckolcbmkjpjmangdbmnkpjigpkddpogn,Developer Tools,0,0,0,0,0,0,0,6,6,3,0,0,7
mgjgilnaemgnmggoikpmbeljjmlkpcdp,Developer Tools,0,0,0,0,0,0,0,2,2,1,0,0,2
ldbjpdnkbgclnccfhofainiekdojhioe,Developer Tools,1,0,0,2,1,1,0,10,9,8,2,0,11
lpnhmlhomomelfkcjnkcacofhmggjmco,Developer Tools,2,0,0,2,0,0,0,9,7,6,0,0,11
amdncfaligiipffldgnhomecghokodke,Developer Tools,2,0,0,3,1,0,0,10,12,6,0,0,13
oigghlanfjgnkcndchmnlnmaojahnjoc,Developer Tools,3,0,0,3,0,0,0,12,13,5,1,0,13
knaccnglpjaienjodleaolalepppfloc,Developer Tools,0,0,0,0,0,0,0,6,5,5,1,0,14
eechpbnaifiimgajnomdipfaamobdfha,Developer Tools,0,0,0,0,0,0,0,2,2,2,0,0,4
mbkehkfjhncahcaggkncdaacfnikmoid,Developer Tools,0,0,0,1,0,0,0,4,6,4,0,0,7
ankbkmcegcpfobphcihebajcipenlhjd,Developer Tools,1,0,0,1,0,0,0,3,7,5,0,0,9
hdccifoejmgjhomghmaickplpinpmjik,Developer Tools,1,0,0,1,0,0,0,3,4,3,1,0,5
infnlhnhibphpaljmnnadaldibggkokb,Developer Tools,1,0,0,2,0,0,0,9,8,4,0,0,9
kfnkfhdbeidcdpdlefbfabepmfhldkoi,Developer Tools,0,0,0,1,0,0,0,11,11,9,3,0,17
fkdgchhakalhdjjidbpaccllhcfmpoeb,Developer Tools,0,0,0,0,0,0,0,5,0,3,0,0,5
cdllihdpcibkhhkidaicoeeiammjkokm,Developer Tools,2,0,0,3,0,0,0,9,9,6,0,0,9
epodomlablfiehjgajhlhbdhidlkokaj,Developer Tools,1,0,0,1,0,0,0,10,13,12,0,0,15
bloebkffnmchginelkmdcemamcdeamei,Developer Tools,0,0,0,1,0,0,0,7,7,9,0,0,15
lglodolklpafcnjeaphjdijmfbmikkgn,Developer Tools,2,0,0,3,0,0,0,8,7,7,1,0,16
hpkomngllcnigoocaolicfknnhibnmfi,Developer Tools,0,0,0,0,0,0,1,4,6,4,0,0,6
bakcfpilmcemknpdfdakmfnfikedmodh,Developer Tools,0,0,0,0,0,0,0,6,8,8,0,0,9
bnnkiokgklncefaibfnonkefeoioobbh,Developer Tools,2,0,0,2,1,0,0,10,9,6,0,0,10
lbehdhpgigdlinfkidifkbhjnaglfojc,Developer Tools,1,0,0,1,0,0,0,8,8,6,0,0,11
dmdcjdejggikfpfkgknpmcdbcdgalnoj,Developer Tools,1,0,0,2,0,0,0,9,10,6,0,0,12
jflcifhpkilfaomlnikfaaccmpidkmln,Developer Tools,1,0,0,1,0,0,0,5,6,2,0,0,7
ndophfllmdjffpbglbeembkdimmeihfi,Developer Tools,0,0,0,0,0,0,0,3,3,3,0,0,8
jhofdlljgmlfhpbjalhfcjkdkgcpmlfp,Developer Tools,3,0,0,3,0,0,0,7,8,6,0,0,11
bgfmobijngodlaobielkljbikkjobgdc,Developer Tools,0,0,0,0,0,0,0,6,8,7,0,0,10
lfabkiipmidkmhplochgpbaeekjjfbch,Developer Tools,2,0,0,2,0,0,0,9,7,9,0,0,15
faljmeoihicdhamcpfmafljlhfoljegm,Developer Tools,1,0,0,1,0,0,0,8,5,4,1,0,11
hhdgnekelekmcgbafcmgkjnfmnfkhkoh,Developer Tools,1,0,0,1,0,0,0,4,6,5,0,0,9
nhbccjfogdgkahamfohokdhcnemjafjk,Developer Tools,1,0,0,1,0,0,0,3,3,4,0,0,4
gdeijmjohdckpkgfhdlcdhongclojiki,Developer Tools,0,0,0,0,0,0,0,3,3,4,0,0,4
hoppbgdeajkagempifacalpdapphfoai,Developer Tools,1,0,0,1,0,0,0,3,3,3,0,0,4
akmhgilenfkhnjajealbhfghcemenfon,Developer Tools,2,0,0,3,1,0,0,9,8,9,0,0,14
eonnlpadjpdnandpobhloihongackbpg,Developer Tools,0,0,0,0,0,0,0,4,4,4,0,0,7
