ext,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS
gbammbheopgpmaagmckhpjbfgdfkpadb,0,0,0,0,0,0,1,1,0,0,1,1
faglbhmnngjfanoajeebgphgjifiohha,0,0,0,0,0,0,1,0,0,1,1,1
opmibphegngmljhikklndacjdpkmhocp,0,0,0,-1,1,1,0,0,0,0,0,0
lmjbknfkgjkejgmiigfakjgninoidgmm,0,0,1,1,0,1,1,0,1,1,0,1
dlbemjcbpfiihdebildgkjeijcemnmho,0,0,0,1,0,0,0,1,0,-1,0,1
dmbijlfedfamdpenajngckdlehjighfi,0,0,0,0,0,0,1,1,1,0,1,1
dljpdencpenokgdjiemdejjiohjoopaj,0,0,0,1,0,1,1,0,1,1,0,1
mkloocaohoahbkjlknlokkaccbbeplni,0,0,0,1,0,1,1,0,0,0,0,1
ijefkdkfgdhiomggpammggofhnkaeopl,0,0,0,1,0,1,1,0,0,1,0,1
phcfegbcdbhkdhcpjoafmdagbolebdei,0,0,0,-1,1,0,0,1,0,0,0,0
egdaiaihbdoiibopledjahjaihbmjhdj,0,0,0,0,0,0,1,1,1,1,1,1
camokcdafphddjjhkjmfjffpjejkaaim,-1,0,0,0,0,1,1,0,0,1,0,1
njojjgfflfhiiajlkdfgofamppiincao,0,0,0,1,0,1,1,0,0,1,0,1
pcpgfncecifiaanhbapeockbnijcnolc,0,0,0,1,0,1,1,1,1,1,0,1
bcdcopflkfojiiigkcioiiflgmebepbb,-1,0,0,1,0,1,1,0,0,1,0,1
kakifckibanjlglpkbnfdichejplgdap,0,0,0,0,0,1,1,1,1,0,0,1
ejjoahnhghhncdapphbmbcncfadgpkak,0,0,0,0,1,0,0,0,1,0,1,1
ofhofniklkhiihhfmmckfgbekmfjaicn,0,0,0,1,1,1,1,0,0,1,0,1
aljojiajdmfadggiedgomelhjphohhab,0,0,0,1,0,1,1,0,0,0,0,1
nifbdojdggkboiifaklkamfpjcmgafpo,0,0,0,0,0,0,1,0,0,0,1,1
bafpjfpmoemfbpekbjgcfclkcokknpdj,0,0,0,1,0,1,1,0,0,0,0,1
gmajdddjbncejffnfmgeldkkcmiipili,0,0,0,0,0,0,1,0,0,1,1,1
labhncljbfbchplflagomnghcgighcji,0,0,0,1,0,0,1,0,0,1,0,1
ecdcckdocbdegecfpmdgblfaiaplggob,0,0,0,1,0,1,1,1,0,1,1,1
ageplmjnkcjmeoolbjaclpdmknmjpmkk,0,0,0,0,0,0,0,0,0,0,1,1
egoiiahgkbdnjbllafpllgigndomkhpi,0,0,0,0,0,0,1,0,0,0,1,1
fkobnhlaipildbjmlhaolahpplolnpcn,0,0,0,1,1,0,0,0,1,0,1,1
ioeogpblhkcbghoggbnofoclgmpcphfl,0,0,0,0,0,0,1,0,0,0,1,1
jnbpajadakhkpcncmbfhkgaaoioofkfd,-1,0,1,0,0,0,1,0,0,0,1,1
amleackadkomdccpbfginhnecfhhognj,-1,0,0,-1,-1,0,1,1,1,0,1,1
gkknlahacccgfndgdjbbekjlbmhcninn,0,0,0,1,0,1,1,0,0,1,1,1
ildpglljepjdljgojhcaopogoaacaail,0,0,0,0,1,0,0,0,0,-1,0,0
nbhcjnnbhnmbahlofnbfekjaohgmlfcb,0,0,0,1,0,1,1,0,0,0,0,1
emnjgfpochdhhgimnoadiiinampoihkk,0,0,0,1,0,1,1,1,1,1,0,1
jnlkjeecojckkigmchmfoigphmgkgbip,0,0,0,1,0,1,1,0,0,1,0,1
dneionnnnjnofppmhcccbiaklandilch,0,0,0,0,0,0,1,0,0,0,1,1
ibniinmoafhgbifjojidlagmggecmpgf,0,0,0,0,1,0,1,0,0,1,1,1
aggnfbkmhedkekjoplldenefbchaoiln,-1,0,0,-1,0,0,1,0,0,0,1,1
kjfbefcenipnnpbcbbklcidpjiamlcpl,0,0,0,1,0,1,1,0,0,0,0,1
mpchhpnadllfgobhmhpighcgenpjbehj,0,0,0,0,0,0,0,0,0,-1,1,1
nmnpeahjidmgfhanlipflapncmanhjmj,0,0,0,0,0,0,1,0,0,0,1,1
mehpbcjpbbanfpanhdamlimaoogallpm,0,0,0,1,0,0,1,0,0,1,0,1
elinfdjpiebmjpbbomjbiknfbobedemd,0,0,0,1,1,1,1,0,0,1,0,1
kcdolhjbipnfgefpjaopfbjbannphidh,0,0,0,0,0,0,1,1,1,0,1,1
lbmeghcehlmclgjmnefeflchpbdblamd,0,0,0,0,0,0,1,0,0,1,1,1
elgchkdpmbjdnfpijmgaiabfjpmjpaka,0,0,0,1,0,1,1,0,0,1,0,1
acpefmnnjpbkagapjjmpggamglkjemoj,1,0,1,-1,0,0,0,0,0,-1,0,0
fcphghnknhkimeagdglkljinmpbagone,0,0,0,0,1,0,0,1,1,0,0,0
dijjafegpalioackajmhjcaobgcnglkl,0,1,0,0,1,1,1,0,0,0,0,1
fojkfhhigpkhlbbnlajaeiccngfeekkg,0,0,0,0,0,0,1,0,0,0,1,1
oejdnkijcdognmfkjmjljejkganpigne,0,0,0,0,0,0,1,1,0,0,1,1
dkabagejkcmeakglamklmcloggfpbfgi,0,0,0,0,0,0,1,1,0,0,1,1
bokapmcogldekdjkllbkkcldjfjmeojc,-1,1,0,0,0,1,1,0,0,0,0,1
jafhnonicoamhlkkpnmidenllpcccake,0,0,0,1,0,1,1,0,0,0,0,1
kobchfklhdgpghimkkgejmfkgojhekin,-1,0,0,0,0,1,1,1,1,0,1,1
coiiigkiekgmchogbihlbjnpecoingej,1,0,0,1,0,1,1,0,0,1,0,1
emkdmncnikokjokffjhnoheobomcmifo,0,0,0,0,0,0,0,0,1,0,1,1
aamiahgongddccmfmocapbcahonkknig,0,1,0,0,0,0,1,0,0,0,1,1
cjmkeakikfcijjbcdlgominglghpbojf,0,0,0,0,0,0,0,1,1,1,1,0
fhbhfcoaaflofffbnmjffkbcjhpafanb,0,0,0,1,0,1,1,0,0,1,0,1
mjfibgdpclkaemogkfadpbdfoinnejep,0,0,0,0,0,0,1,0,0,0,1,1
ddcmlceaelochmiiaicdhcehidcfbklg,-1,0,0,-1,1,0,0,0,0,-1,1,1
jjjjhheanffbkbonckfgicpkmghjdkdh,0,0,0,0,0,0,0,0,0,0,0,1
cflgahhmjlmnjbikhakapcfkpbcmllam,0,0,1,0,0,1,1,0,0,0,0,1
haddeapjmjfedabajnkgleefejhglkdk,0,0,0,0,0,0,0,0,0,-1,1,1
ohaeppcmckoalmhpehngkdoolfcpnkaa,0,0,0,0,0,0,1,0,0,1,1,1
jeahkphmdfbddenabgndnooheiciocka,-1,0,0,0,0,1,1,1,1,0,0,1
jffdmjmhkinopagcjgfjjfoagglhnhff,0,0,0,0,0,0,0,1,1,0,1,1
dpfecllbgbngpgcokdelblglnggmamcd,0,0,0,1,1,0,0,0,0,0,1,1
nkciggljdfnkpcdngdohlpelojmklhin,0,0,0,0,1,0,0,0,0,-1,0,0
amemccpljobdbgofeleoapbbdomodhpp,-1,0,0,-1,0,0,1,0,1,0,1,1
lgldclhgkdgddiopgbjkiememjlhjlng,0,0,0,-1,0,0,1,1,0,0,1,1
bgkanlpcmdofcgadmpkeifiobdlkaceg,0,0,0,1,0,1,1,1,1,1,0,1
oeecigfbikkleelaekckmeijhoeifepb,-1,0,0,0,0,1,1,0,1,0,0,1
cgmaeamcgkeplffocalahmnlembaicfe,0,0,0,1,0,1,1,0,0,1,0,1
ecmdfecgahagecohcpphenelcmaanfgg,0,0,0,0,0,0,0,1,1,0,1,1
lpeaffpngcncaefnegoomkcboiojdfld,0,0,0,0,0,0,1,0,0,1,1,1
egjjjbjllkgohhijnjbgndodcmbobkhi,0,0,0,1,0,1,1,0,0,1,0,1
jfginplegpahjmcmohkcpnigckmfnajn,-1,0,0,-1,0,1,0,0,0,-1,1,0
lfhmikememgdcahcdlaciloancbhjino,0,0,0,0,0,0,1,0,0,0,1,1
fnbdjaofejpjedhleannakpdpifmchlo,-1,0,0,-1,0,0,1,0,0,0,1,1
dagdlcijhfbmgkjokkjicnnfimlebcll,-1,0,0,-1,0,0,0,0,0,-1,1,1
ohngaapjcppoiebgeajobjffoknogfpk,0,0,0,1,0,1,1,1,1,0,0,1
khjnemehcblfobbhkhlmjjeionfabgab,0,0,0,0,1,0,1,0,0,0,0,0
mhkiobcomecacpnchlidnjejjmmmacfc,0,0,0,0,1,0,0,0,0,0,1,1
emdhdddgpjjblpmemkaicibkhglajgke,0,0,0,1,0,1,1,0,0,1,0,1
fjjomhepnnicmnkfiopeimfpdbpegboa,0,0,0,1,0,1,1,0,0,1,0,1
acgndeknalmchjdgfibacnacagfmgkfm,0,0,0,1,0,1,1,0,0,0,0,1
inlikjemeeknofckkjolnjbpehgadgge,0,0,0,0,-1,1,1,0,0,1,1,1
jlppachnphenhdidmmpnbdjaipfigoic,0,0,0,0,0,0,1,0,0,1,1,1
oakjdafonfdgbgbcofjpaecngfimohno,-1,0,0,-1,0,0,1,1,1,0,1,1
pdbcjcpinemooahpfnncddnmjgjhcfod,0,0,0,1,0,1,1,0,0,1,0,1
lhbmajchkkmakajkjenkchhnhbadmhmk,0,0,0,0,0,0,0,0,0,0,1,1
piemiihdhidiomfmilgencaeabplcgle,0,0,0,1,1,0,0,1,1,1,1,1
bnnkhapbhkejookmhgpgaikfdoegkmdp,-1,0,0,0,1,0,0,1,0,-1,1,1
fdgdeaiajeafamlgajlpgbejadaegepj,0,0,0,0,0,0,1,0,0,1,1,1
bbijckmpcapmeonjbfcccedigjalnchd,0,0,0,0,0,0,1,1,0,1,1,1
cggldejocpefikeabhclhgcohimdgcfh,0,0,0,0,0,0,1,1,1,1,1,1
dbhljmlkdnfbgmpmjcpmdlcokdhgdfod,0,0,0,0,0,0,1,1,1,0,1,1
jjobljeheboinnjikhblcdejalnlolgl,-1,0,0,-1,0,0,1,0,0,0,1,1
dofigkopihjebncgpdanchghcmeeljjg,0,0,0,0,0,1,0,0,0,0,-1,1
dfpgjcidmobcpaoolhgchdcmdgenbaoa,0,0,0,1,0,1,1,1,1,0,0,1
hhkgjbankdehdhlgpnbhnbeodknolokk,0,0,0,0,0,0,1,0,0,0,1,1
mlfcfehhdkhpddndcnlaedioadfefpcd,0,0,0,0,0,0,1,0,0,1,1,1
eneihknacbphgmbibidldblpadjcfifk,0,0,0,0,0,0,1,1,0,1,1,1
pamjcgiejancmcafhjnifpkldhbnpgen,0,0,0,0,0,0,1,0,0,0,1,1
ohkbcepjafdlfgmhabeijbaaplfplemc,0,0,0,0,0,0,1,0,0,1,1,1
doocmbmlcnbbdohogchldhlikjpndpng,0,0,0,1,0,1,1,0,1,0,0,1
pfbnhbcilleojodnblabbbggcmlpjpnb,0,0,0,0,0,0,1,0,1,1,1,1
pocjaofjjbjnpmfkkaonmfhpinpgkfco,-1,0,0,-1,1,0,0,1,0,-1,0,0
igdbanilkmjhcfapggcjjhpjjlhnjmjk,0,0,0,0,0,0,1,0,0,0,1,1
pcophbkkcbbhpdkkpknbfcoogejbafic,0,0,0,1,1,0,0,0,0,0,1,1
abnkmcphfedhaeefjkfchjjcehpdbpgm,0,0,0,1,0,1,1,0,1,0,0,1
mcaphekjmimgcaflfkmglmanjhifhpnb,-1,0,0,-1,0,0,1,0,0,0,1,1
mnoocmhjgjfdfcfhieolgiceijdadkgp,0,0,0,1,0,1,1,0,0,0,0,1
edbhigpcdphifapnogjgdnpadnhlnnjl,0,0,0,1,1,1,1,0,0,1,0,1
lblnbldblpeiikndppnekobccdocccho,0,0,0,0,0,0,1,0,0,0,1,1
peihgnnjmffheipfdikoncfdjmcamcpb,0,0,0,0,1,0,0,1,1,0,0,0
elokgifloblclncghmmaonadojjgmhab,0,0,0,0,0,0,1,0,0,1,1,1
cheolhficilobbjkgdinaobglkppmckc,0,0,0,0,0,0,0,1,0,0,1,1
hcakmjkjjgaehnnflnelfngbhnppgnpp,0,0,0,0,0,0,1,0,0,0,1,1
diilnnhpcdjhhkjcbdljaonhmhapadap,-1,0,0,-1,-1,0,1,1,1,0,1,1
noiffnkgeldhkegbdldaeghijnoghapj,0,1,0,1,0,1,1,0,0,0,0,1
golfblfimaaodgjjagigkahbbhbagndl,0,0,0,1,0,1,1,1,1,1,0,1
iceonohalfbfcldenclcjafcpboiplfo,0,0,0,1,0,1,1,0,0,0,0,1
nlehlnmkajgpgghabnahiooibadkilbe,0,0,0,0,0,0,0,0,0,-1,1,1
mokbklfnaddkkbolfldepnkfmanfhpen,0,0,0,0,0,0,1,1,1,0,1,1
naeeohopejehgjckpkmbdojogdipklbj,-1,0,0,1,0,1,1,0,0,0,0,1
dklbdjipeecklaaamainhaefmepkbpjf,0,0,0,0,0,0,1,1,1,0,1,1
fpfmkkljdiofokoikgglafnfmmffmmhc,0,0,0,1,0,1,1,0,0,1,0,1
mafajcdoeoofgbddmdffppmlgeihnpeh,0,0,0,1,1,0,0,0,0,0,1,1
onepmapfbjohnegdmfhndpefjkppbjkm,-1,0,0,-1,0,0,0,0,0,-1,0,1
bdfmcfdojoaedkjkihobeheogapdfdbk,-1,0,0,0,0,0,1,0,0,1,0,1
hmflgigeigiejaogcgamkecmlibcpdgo,0,0,0,1,0,1,1,0,0,1,0,1
nagfacmodkbckhjiimdccehaabobmnnh,-1,0,0,-1,0,0,1,0,1,0,1,1
idoejinhmhkammopnhekeohabblidioi,0,1,0,1,0,1,1,0,0,0,0,1
ldjjgjbolpilhaonhjdfiaifiblinjlp,0,0,0,1,0,1,1,0,0,0,-1,1
mpljfgaicpdodihppfoolcididbkalce,0,0,0,0,0,0,1,0,0,1,1,1
bdokoeickhckaakdehpcebmopemnmjbj,0,0,0,1,0,1,1,1,1,1,0,1
gnofoiakeednmambnlgcooiflejppmoj,0,0,0,0,0,0,0,0,1,1,1,1
ehmpabgeehikhdodemjoenbonjkdeopn,0,0,0,0,0,0,1,0,0,1,1,1
jifeafcpcjjgnlcnkffmeegehmnmkefl,0,0,0,0,-1,1,1,0,1,0,0,1
dkjmlcpmijiiejngafklkleghnaiabpa,0,0,0,0,0,0,1,0,1,0,1,1
iklaoaeikobdklaggagbapdkhamhdjoc,0,0,0,0,0,0,1,0,0,0,1,1
giljefjcheohhamkjphiebfjnlphnokk,0,0,0,1,0,1,1,1,1,1,0,1
loiejdbcheeiipmakhghinclmpafiiel,0,0,0,1,0,1,1,0,0,1,0,1
lefcpjbffalgdcdgidjdnmabfenecjdf,0,0,0,0,0,0,1,1,0,0,1,1
ochoiljkenplelfacipokofbbjleemkp,0,0,0,0,0,0,1,0,0,0,1,1
kicekkepbmfbaiagdcflfghmnnachmdg,0,1,0,1,0,1,1,0,0,0,1,1
cnlndebkegcfnbiknohgneobakigplhf,0,0,0,0,0,0,1,1,1,1,1,1
cgdmldicdcifjialkangkjbdomlighml,0,0,0,0,1,0,0,0,0,0,0,0
ahkidgegbmbnggcnmejhobepkaphkfhl,0,0,0,0,0,0,0,0,0,-1,1,1
chjblpopkoelbkolfboniibdhjmlkphf,0,0,0,1,0,0,0,0,0,-1,-1,1
baebodhfcfpnmnpnnheadibijemdlmip,0,0,0,1,1,0,0,0,0,0,0,1
kljnpjnncbkiaihadjlojnbakjlegfef,0,0,0,1,1,1,1,0,0,1,0,1
addfficcbfpbfpmmcnibgkphkhahjpji,0,0,0,0,0,0,1,1,1,0,1,1
cpaibbcbodhimfnjnakiidgbpiehfgci,0,0,0,1,0,1,1,0,0,1,-1,1
jchcefekimgnfceonnnekpgmphepengp,0,0,0,0,0,0,1,0,0,0,1,1
hogplamgfpbbbkdbjebamjacelgpmnpl,-1,0,0,0,1,1,1,0,0,0,0,1
gdekiloeocnfnochnkldpkmllmfiaeke,0,0,0,1,0,1,1,0,0,0,0,1
ekpkdmohpdnebfedjjfklhpefgpgaaji,0,0,0,0,0,0,0,0,0,0,1,1
alnedpmllcfpgldkagbfbjkloonjlfjb,0,1,0,1,0,1,1,0,1,0,0,1
eocmgmelljnbnfphffjdjmgogakgmkno,0,1,0,0,0,0,1,1,1,1,1,1
lhoaelbjeonfhepipmfnioojpmfaaipf,0,0,0,0,0,0,0,0,0,-1,1,1
hhcddohiohbojnfdmfpbbhiaompeiemo,0,0,0,0,0,0,1,1,0,0,1,1
ghnebihkloddbfjhhainedngckegndeg,0,0,0,0,0,0,0,0,0,0,1,1
jklghoomhioncgkkngllpldphnoigebk,-1,0,0,0,0,1,1,0,0,0,0,1
hkbgcfphgolngdiimonfjcbfhoengfnl,0,0,0,0,0,0,0,1,1,-1,1,1
ipdoodomihjipadlcapjidonjjjngphm,-1,0,0,0,1,1,1,0,0,0,0,1
pjncmjjlphlcfkkkceidbepggnjnnkjj,0,0,0,0,1,0,0,0,0,0,1,0
bedapafeedkekkljdlajkknlnhingcop,0,0,0,1,0,1,1,0,0,0,0,1
dofnhoejjdgfjlafgnanoaijclabbhai,1,0,0,0,1,1,1,0,1,0,1,1
npkcbabhgmplkmaaljpcbombbgkggilm,0,0,0,1,0,1,1,1,0,0,0,1
clhmpihjlommccpclopbecfdakbmojfl,0,0,0,0,0,0,1,0,0,1,1,1
dnjondkgnpfdhpmlecgnodiiedjemada,0,0,0,0,0,0,0,1,1,-1,1,1
iccdnijlhdogaccaiafdpjmbakdcdakk,0,0,0,0,1,1,1,0,0,0,-1,1
hgmmlhfpncbgmlnenkhgdjhpkgdamghn,0,0,0,0,0,0,0,1,1,-1,1,1
ginkedncioeklbedknoffjgcekmcjgem,0,0,0,1,0,1,1,0,0,1,0,1
khmkbmhcijchhbnbaadifbfjljkgfhhc,0,0,0,0,0,0,0,0,0,-1,1,1
clmabinlolakdafkoajkfjjengcdmnpm,0,0,0,0,0,0,1,0,1,1,1,1
gdggbbgopaoibfblomgfcppbfagegfdg,0,1,1,1,1,1,1,1,0,0,0,1
oepknidjdghgapjdlmpffcpcloiaonhb,0,0,0,0,0,0,0,1,1,-1,1,0
bmhcjgenhkdgfahhhnhmefdofjhakphj,0,0,0,1,1,0,0,0,1,-1,1,1
fmpbldieijjehhalgjblbpgjmijencll,0,0,1,1,0,1,1,0,0,0,0,1
ffnoeclhlhcdogajholmjhnfcccdondp,0,0,0,0,1,0,0,1,1,0,0,1
hobnhcjgdhdcmgcjlidgcladgdlbpgba,0,0,0,1,0,1,0,1,1,1,1,1
ikifbnamadpilmpokncfbhdcbldikbdi,-1,0,0,1,0,1,1,0,0,1,0,1
bffmjibnpahmflmhdhkiippboihplcoo,0,0,0,1,0,1,1,0,0,1,1,1
hdnfenemdaacjjgcjeifpdefnmlcogel,-1,0,0,-1,1,0,0,0,0,-1,0,0
alkfjbfooklnnnfmiobgfeieamdibmph,0,0,0,1,0,1,1,0,1,0,0,1
bahcihkpdjlbndandplnfmejnalndgjo,0,0,0,0,1,0,0,0,0,0,0,0
migbdolpkobiafpigleooabjcbpkcdpd,0,0,0,1,0,1,1,0,0,0,0,1
mfpgdeedjdffbfoomliadmehaoailnjn,0,0,0,1,0,1,1,0,0,0,1,1
idpifncfikefjiopoiagefcmcibmglpe,0,0,0,1,1,1,1,1,1,0,0,1
kdaipjfpbngmcginhhahacjkkkpbaefh,0,0,0,1,0,1,1,0,0,0,0,1
dleipnbkaniagkflpbhloiadkdooaacd,0,0,0,0,1,0,0,0,0,-1,1,0
ngjkhgdhjgeekapmglagecjigmlmjbja,0,0,0,1,0,1,1,1,1,0,0,1
jlbccnkbfaabcjdlnhmmggcioahpjofk,-1,0,0,0,0,1,1,1,0,0,0,1
meojhlodfiihbjkcnehkdcgncnhgagog,-1,-1,0,0,0,1,1,1,1,0,0,1
ccnnhhnmpoffieppjjkhdakcoejcpbga,0,0,0,1,0,1,1,0,0,0,0,1
gnlekppboaaaianognolblpbeiejeejh,0,0,0,1,0,1,1,0,0,1,0,1
eimkphbhmamefbbmciknaknnfgndcddg,0,0,0,1,0,1,1,1,1,1,1,1
ankfnfbhggdblgnengpbbpgbndebpfdi,0,0,0,1,1,0,0,0,0,-1,1,1
jfnbjbahocpfkbbadndnocljpjpccggf,0,0,0,-1,1,0,0,1,1,-1,0,0
bjmblkmenffbnnghhgobjggacplogmkp,0,0,0,1,0,1,0,1,0,1,0,1
odhpkalfpjjjehelccedplbhfhhcfiba,0,0,1,1,0,1,1,1,0,1,0,1
fklpgenihifpccgiifchnihilipmbffg,0,0,0,0,0,1,0,0,0,0,1,1
fonkdhbjjeipoachnabapjgljokapegg,0,0,0,0,0,1,0,1,0,0,1,1
nflimehaecpbakncdogoimkekbgfnpho,0,0,0,1,0,1,1,1,1,1,0,1
lmikmmcnagiggkmpecdaaokejkldjhbb,0,0,0,1,0,1,1,0,1,1,1,1
oimkgodcmhcekjamicnfaocojhnjnlee,0,0,0,0,1,0,0,0,1,-1,1,0
imnabfoelcbehnbbdbdngibbacophomn,-1,0,0,1,0,1,1,1,0,1,1,1
dcdjhpkampgckpejeeckifnmlmijjilm,0,0,0,0,1,0,0,0,1,-1,1,0
kifohdiibiomlacopbjnicendogpdnck,-1,0,0,0,0,1,1,0,0,0,0,1
ldencgpkoocbigmcdakoaelonpokokkf,0,0,0,1,0,1,1,1,1,0,0,1
hhanbppnbjddoigicljdfiejdfgokemo,0,0,0,1,0,1,1,1,1,0,0,1
dgmgoljfkpjmleoiepkhbbdlhnfoodpa,0,0,0,1,0,1,1,1,1,0,0,1
jfalmbalobbiinpgngbokplleoigpilj,0,0,0,0,0,0,0,0,0,0,1,1
npbefkilaedbdaibnmiiedgnocbbindb,-1,0,0,-1,1,0,0,1,0,-1,-1,0
agdllobgfmpgjedfombjgkkceedjobjb,0,0,0,0,0,1,1,0,0,-1,1,1
aaancijikkkaajhfdphabakclepdooen,0,0,0,0,0,1,0,0,0,0,1,1
fkjngjgmgbfelejhbjblhjkehchifpcj,0,0,0,0,0,0,0,0,0,0,1,1
icjlfhgfjjmpbfminikodoeipbinmjcm,0,0,0,0,1,0,0,0,1,-1,0,0
offihccaiklfdoclfcbkcdllnoobiead,0,0,0,1,0,1,1,0,1,1,0,1
ibpemckpjfpmhlagogddlajhaiemdjaf,0,0,0,1,0,1,1,0,0,0,0,1
hgjlpfbjgpcbpnfabnhpbbomogiafalj,0,0,0,1,1,0,0,1,0,-1,1,1
fomjnlohnefachimjfpkfailnfgogfoe,0,0,0,1,0,1,1,1,1,1,0,1
gknejlibdjcekdgcbgcmcimkbcgogcan,0,0,0,1,0,1,1,1,0,1,0,1
oanflnmnhdlehmhnlmcanjejddniehde,-1,0,0,-1,1,0,0,0,1,-1,0,0
cgobfnopibjgmdbeeeeecocebkkkkfcl,0,0,0,1,1,1,0,0,0,1,1,1
nnflkhcphplpjnpkcknpcnopnjfkceal,-1,0,0,-1,1,0,0,1,1,-1,0,0
faiocpdogiodnfbkcdjiecggniejbegc,0,0,0,1,0,1,1,1,1,1,0,1
ogfajichljnkbpeohhomonmolfkfeodp,0,0,0,0,1,0,0,0,1,0,0,0
noapiahhhhccobnbmaajnmadmjjaeadg,0,0,0,0,0,0,0,1,1,0,1,1
knaicaojimipepmlighmjjfgcchdjmin,-1,0,0,-1,-1,0,1,0,0,0,0,1
mhaniofchkfjdkifiokbbhidjhjpmjjp,0,0,0,1,0,1,1,0,0,0,-1,1
npjhgahodijpdcgaplpilcciococokpm,-1,0,0,0,0,0,0,1,1,-1,0,1
ekgmhedhgmblpknodbfpemohigfmcoic,0,0,0,1,0,1,1,1,0,1,0,1
mfhpnchdecamekdpbaloneeolhmipadb,0,0,0,0,1,1,-1,0,0,-1,0,0
enpnhbnkfglnihgmceabhinjimhndajb,0,0,0,0,1,0,0,1,1,0,0,0
fgadelfgbiljlfkhegiibclkeihngmdn,0,1,0,0,1,0,0,0,0,0,0,1
ihiopdbmojdmojglpehiphmckhkbdekn,0,0,0,1,0,1,1,0,0,1,0,1
fbjbplaaojkdhnmhpkfbddbccbalmhff,0,0,0,0,1,0,0,1,1,0,0,0
hlfhddckfmifofnpklmmiboiljmengde,-1,0,0,0,1,1,1,0,0,0,0,1
akgbidijhbicilkmocagnifpgnaphbdo,0,0,0,1,0,1,1,0,1,1,0,1
jonefnlanngiiflemcmcfmiahdlegcca,0,0,0,0,1,0,0,0,0,0,0,0
imikkmafgbjjghjeelijedabggogfdgo,-1,0,0,0,0,1,1,0,0,0,-1,1
hocnnmhgcikjadmcgimjfabidalgejio,0,1,0,1,0,1,1,0,0,0,0,1
beahjohmjaedaamelbphgpmopcigcegh,0,0,0,0,1,0,0,0,0,0,0,0
eggkcpojddgjkakokkdhocbjebhgkonb,0,0,0,0,0,0,1,0,0,1,1,1
ongfoebpkfpddbbocneekoefhcchpmjk,0,0,0,1,0,1,1,0,0,1,0,1
omgdaghigfamlpkjiclponkicipeeobo,0,0,0,0,1,0,0,1,1,0,0,0
mpbkakciebkdmaajfglnifmgnalabjoi,0,0,0,0,1,0,0,1,1,-1,0,0
ifffgpmdoijopclnjhfgdecgnaiibjja,0,0,0,0,1,0,0,1,1,0,0,0
pgdgodkkhapianhhojdcgeglapndfceg,0,0,0,0,1,0,0,1,1,0,0,0
npondohdhffhdhejblipejoiefeegkco,0,0,0,0,1,0,0,0,0,-1,-1,0
haggnfgffbnmphfnpjgbeopbamdcjiol,0,0,0,0,1,0,0,1,1,-1,0,0
kkjglcpgfpjlaloboikfcoofameeljbe,0,0,0,0,1,0,0,1,1,-1,0,0
mpcocilnhkfodpofipiaoeokjadepfjj,0,0,0,0,1,0,0,1,1,0,0,0
ideoemicbghcijgmdlhgjjpiofmgiplp,0,0,0,0,1,0,0,1,1,-1,0,0
fkmpnkcjocenkliehpdhlfbmdmdnokgm,0,0,0,1,1,0,0,0,0,0,1,1
phimhnckkaofkllcoledjilakgbeohli,-1,0,0,-1,1,0,0,1,1,-1,0,0
cmdpgnfipigaedgccdhmcjnaaadlnpbh,0,0,0,1,1,0,0,1,0,0,1,1
hnldgcnkcblfbpdjjciadigkjkhkkohk,-1,0,0,-1,1,0,0,0,0,-1,1,0
ogceoakhkkbkaioefoffgoniefjbejnn,0,0,0,-1,1,0,0,0,0,-1,0,0
diajeboogoplgajadomlnpaabgeiefle,0,0,0,0,0,1,0,1,0,-1,1,0
lbcinfjehfdhncdbkaiiebeelbplhben,0,0,0,0,1,0,0,0,0,-1,0,0
hbinnmjinjjgoknbmgeoomeamnbbokki,0,0,0,1,0,1,1,1,0,0,0,1
goodnjebkdapcafcdipcnlahdppddahg,0,0,0,0,0,0,0,0,0,0,1,1
mbocnmbnhjhociemddjdgopcahadfkne,0,0,0,0,1,0,0,1,1,-1,0,0
iafmncflgcckjejinbaneekanabjnodm,-1,0,0,0,0,0,0,0,0,-1,1,0
kagddenkmcelpodemgjlanjglbnhdknp,0,0,0,0,1,0,0,0,0,0,1,1
ejklpmiadilgeabpklkickjghjegcblj,0,0,0,1,1,0,0,0,0,0,1,1
gdieoelmccpnnibeajgcchmhlnjgjhef,0,0,0,1,0,1,0,0,0,1,1,1
ijioppmkelhobdlpbcgojamecmailcnh,0,0,0,0,1,0,0,1,1,-1,0,0
mahjjnnfonpmljboifhdfafnalfhknfl,0,0,0,0,1,0,0,0,1,0,0,0
lkfapihkchheoddiodedjlapfdnmgkio,0,0,0,1,0,1,1,0,0,1,0,1
kmfikkopdhmbdbkndkamabamlkkgkpod,0,0,0,0,1,0,0,1,1,0,0,0
ihblhcdfebidnflfeinmfcidibiigcoo,-1,0,0,-1,1,0,0,0,1,-1,0,0
gjaffkjplmcnjonnmoagianaeacjfipj,0,0,0,1,0,1,1,0,1,1,0,1
gjoijpfmdhbjkkgnmahganhoinjjpohk,0,1,0,1,0,1,1,0,0,1,0,1
geihkghedoahmjlobancaofempppjfdl,0,0,0,0,1,0,0,0,0,-1,0,0
gnfgcjkkophmplbgaemojiakaeckidic,0,0,0,0,1,0,0,0,0,0,1,0
dihjfiakmdjknpoejlnocicebohlijpg,0,0,0,1,1,1,1,1,1,0,0,1
