ext,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS
bhjmndmoehjnjgpkmbokmnplifghldlo,0,0,0,0,0,0,0,0,0,1,0,0
bhjnlolklkdjgnhflppaligddnjafelf,0,0,0,0,0,0,0,0,0,1,0,0
bhjondnmdlibdhbgebhdobjegnobncnk,0,0,0,0,0,0,0,0,0,1,0,0
bhkajnfckneflkonleclpmbeankknhok,0,0,0,0,0,0,0,0,0,1,0,0
bhkbnfidacdcongdmihichgikebgiggc,0,0,0,0,0,0,0,0,0,1,0,0
bhkgemjdepodofcnmekdobmmbifemhkc,0,0,0,0,0,0,0,0,0,1,0,0
bhkgjcmhgbpmedkghbphnfkjibekjdgp,0,0,0,0,0,0,0,0,0,1,0,0
bhkilkmhahfjncfoddpdpmpeggmoefgg,0,0,0,0,0,0,0,0,0,1,0,0
bhkjccddnhdmfjmfnkcoikggcfefgonl,0,0,0,0,0,0,0,0,0,1,0,0
bhknmnakbhicjhchijjkmnhhlmbajhjh,0,0,0,0,0,0,0,0,0,1,0,0
bhldhccogkaikjpjejapgdnpcadkajap,0,0,0,0,0,0,0,0,0,1,0,0
bhlemhgopbbimdicinegiiihdlngdjah,0,0,0,0,0,0,0,0,0,1,0,0
bhlfeioeomhfdeaaeilhiomkhgdcdapc,1,0,0,1,0,0,0,0,0,1,0,0
bhlfekkbgcbmlnfclgklmbdmodbhbdla,0,0,0,0,0,0,0,0,0,1,0,0
bhlfiadmogondcnpfcfjepokmmcjgdoe,1,0,0,1,0,0,0,0,0,1,0,0
bhlglnlmkoppplaiglkgadggfflflfmi,0,0,0,0,0,0,0,0,0,1,0,0
bhlhnicpbhignbdhedgjhgdocnmhomnp,1,0,0,1,0,0,0,0,0,1,0,0
bhljeennmeobnmgmmojaadmmdeddbpmp,0,0,0,0,0,0,0,0,0,1,0,0
bhljhndlimiafopmmhjlgfpnnchjjbhd,0,0,0,0,0,0,0,0,0,1,0,0
bhllciafajoolibfgpoknippnclemole,0,0,0,0,0,0,0,0,0,1,0,0
bhllfpkdnlcgknmnkccagphnmbeglaek,0,0,0,0,0,0,0,0,0,1,0,0
bhlmjoeobnofoajffmnpcahfaffihmbh,0,0,0,0,0,0,0,0,0,1,0,0
bhloflhklmhfpedakmangadcdofhnnoh,0,0,0,0,0,0,0,0,0,1,0,0
bhmadppkfhoofholcdndbcodfomajacf,1,0,0,1,0,0,0,0,0,1,0,0
bhmamcldpbfndmkibakfgkibichjbifo,0,0,0,0,0,0,0,0,0,1,0,0
bhmcbeioageoikfdgpeifbgoclknjcla,1,0,0,1,0,0,0,0,0,1,0,0
bhmfmjcliaiaeijflkgonekoifcjkebg,1,0,0,1,0,0,0,0,0,1,0,0
bhmibpbadaengbikmoglphhlhioajdjn,0,0,0,0,0,0,0,0,0,1,0,0
bhmmehpglomaldphiihcfpccajhjcojn,0,0,0,0,0,0,0,0,0,1,0,0
bhmmomiinigofkjcapegjjndpbikblnp,0,0,0,0,0,0,0,0,0,1,0,0
bhmneclegcomgehhnoielpcmgjbamblj,0,0,0,0,0,0,0,0,0,1,0,0
bhmojjcekjlcfcbfjbghopngnmpdjcoo,0,0,0,0,0,0,0,0,0,1,0,0
bhmoolpggichjcaoglpbfcokkgnhnjnj,0,0,0,0,0,0,0,0,0,1,0,0
bhnaedknmghjengnajfmbjobkfhblcjb,0,0,0,0,0,0,0,0,0,1,0,0
bhnaendnaogpgdakegmfpbgimaoghlib,0,0,0,0,0,0,0,0,0,1,0,0
bhnbmlehapmclipacdbifnakdamnadin,1,0,0,1,0,0,0,0,0,1,0,0
bhnbphlpfgaopimjnhegpbheheojngjc,0,0,0,0,0,0,0,0,0,1,0,0
bhncaihldjkhfbjkaekbihjepdlhickj,0,0,0,0,0,0,0,0,0,0,0,0
bhncfkebhcnjhjpagogngbcdbapjdiej,0,0,0,0,0,0,0,0,0,1,0,0
bhneoidcckdhbjhmcpgbhhnapbbbojik,0,0,0,0,0,0,0,0,0,1,0,0
bhnfbnhpmnfacebccnjjoeecgmnbhjam,0,0,0,0,0,0,0,0,0,1,0,0
bhnfimajilfiecmmjiioafdmlgmohaco,0,0,0,0,0,0,0,0,0,1,0,0
bhngknlnbakioeiafapmaipfbphekcpc,0,0,0,0,0,0,0,0,0,1,0,0
bhngldnbfoafkbfmbmogfdjbkhdbmhdh,0,0,0,1,0,0,0,0,0,1,0,0
bhnhbmjfaanopkalgkjoiemhekdnhanh,0,0,0,0,0,0,0,0,0,1,0,0
bhnhkdgoefpmekcgnccpnhjfdgicfebm,1,0,0,0,0,0,0,0,0,1,0,0
bhnjaoemjjpolobopjbnchecajgoefgp,1,0,0,1,1,0,0,0,0,1,0,0
bhnjpdlfcopbclhlflmoodpdmlplcajb,0,0,0,0,0,0,0,0,0,1,0,0
bhnkonnaaipkhoaiakbcpcaolflgmnhl,1,0,0,1,0,0,0,0,0,1,0,0
bhnlonlaadgnjhbmbjafmigneejilano,0,0,0,0,0,0,0,0,0,0,0,0
bhnpajefcgeoffljbjbgabpcigmaedbo,0,0,0,0,0,0,0,0,0,0,0,0
bhnpmdabjgpimmnbmhefncbghknfegog,0,0,0,1,0,0,0,0,0,0,0,0
bhoacjjadjjldhflaleinmkofdjbofff,0,0,0,0,0,0,0,0,0,1,0,0
bhoalcabjhbiahfjlmhfcjkhfcdbfake,0,0,0,0,0,0,0,0,0,1,0,0
bhodmelpiljpkojmfmlgjnahjlgfjaib,0,0,0,0,0,0,0,0,0,1,0,0
bhoedkafpknpijecolafolipaidgjcoo,1,0,0,1,0,0,0,0,0,1,0,0
bhoehlmcaidmlcbamnlfficpedgecddn,0,0,0,0,0,0,0,0,0,1,0,0
bhoelabkohelcbnfmnmcljiahdkefdli,1,0,0,1,0,0,0,0,0,1,0,0
bhoelgakcfbagdljilfjigmlbgefcoom,0,0,0,0,0,0,0,0,0,1,0,0
bhoflhkegkmkmnmkdbdceodhecadghnn,0,0,0,0,0,0,0,0,0,1,0,0
bhoimckimifehhipadhblpkfddjbabhe,0,0,0,0,0,0,0,0,0,1,0,0
bhokjliekbaiipboiofjanbjpjobjaop,0,0,0,0,0,0,0,0,0,1,0,0
bhomekmmidkajapfdgkcediddoajoijj,1,0,0,1,0,0,0,0,0,1,0,0
bhomjbgoiepgecpmajhokfginfjkcooi,1,0,0,0,0,0,0,0,0,1,0,0
bhonlncoengmlbidemffnajjlaijkemm,0,0,0,0,0,0,0,0,0,1,0,0
bhoocemedffiopognacolpjbnpncdegk,1,0,0,1,0,0,0,0,0,1,0,0
bhoodecbejheonelhikcfahgpgahffmf,1,0,0,1,0,0,0,0,0,1,0,0
bhoofappogmodaofmiaihhodalnokbfo,0,0,0,0,0,0,0,0,0,1,0,0
bhopfldlicecjkdoidhjfkhbndcjfomf,0,0,0,0,0,0,0,0,0,0,0,0
bhpcppcfanbgekkjhnmjopebcklmojep,0,0,0,0,0,0,0,0,0,1,0,0
bhpeanmgkcpkpnkpmemoomlfflmaaddo,0,0,0,0,0,0,0,0,0,1,0,0
bhpgldcbmnombmkfoakhomepdnndacci,0,0,0,0,0,0,0,0,0,1,0,0
bhphhllkhfnenlpdkhenkncgdmcpbipg,0,0,0,0,0,0,0,0,0,1,0,0
bhphnimilddhpmaiijaijhaneeljeklm,0,0,0,0,0,0,0,0,0,1,0,0
bhpjlijhafgmijkmiejcdfeijlcoehmb,1,0,0,1,0,0,0,0,0,1,0,0
bhpjpkgbihbphhmbahcmjgllnfikalcf,1,0,0,1,1,1,0,0,0,1,1,0
bhpkfnidkanhelfjhplgdekaahcjdlfl,0,0,0,0,0,0,0,0,0,1,0,0
bhpkfogiplkgpanenjnbcdbbcjmaleld,0,0,0,0,0,0,0,0,0,1,0,0
bhplkbgoehhhddaoolmakpocnenplmhf,0,0,0,0,0,0,0,0,0,1,0,0
bhppnhjbdhcbpljkkmojpaipgkmhjoka,0,0,0,0,0,0,0,0,0,1,0,0
biaadlhlkihipalinnfefgggjhmkmlec,0,0,0,0,0,0,0,0,0,1,0,0
biabbcomlbkpheflaadfacefiajmjoed,0,0,0,0,0,0,0,0,0,1,0,0
biabdlgncjlpiophfcmbchncgmddnhip,1,0,0,1,0,0,0,0,0,1,0,0
biaeonofgdgmgkmkogbbomkkkjbpmkij,0,0,0,0,0,0,0,0,0,1,0,0
biafjkjaakkkcdhmpcjmneipipneiieo,0,0,0,0,0,0,0,0,0,1,0,0
biaflfoghedpkcjkkljbnjlodcdhacho,0,0,0,0,0,0,0,0,0,1,0,0
biafpoeehbkjochemeeaicmnihdkkknf,0,0,0,0,0,0,0,0,0,1,0,0
biaiekhldhgiefinnfahbjnenoklognl,0,0,0,0,0,0,0,0,0,1,0,0
biailfjhlmalakjackgpekkbmljelldc,0,0,0,0,0,0,0,0,0,1,0,0
bialfenobifpajbdiajhiblmemlkdjcl,1,0,0,1,0,0,0,0,0,1,0,0
biamddnmaknjcjddnagdndhainhbfkdm,0,0,0,0,0,0,0,0,0,0,0,0
biamfmgkkaeepnlmkpdnofnjjamgnloh,1,0,0,1,0,0,0,0,0,1,0,0
biamgmabkfmoilickmccnbifmepepflm,0,0,0,0,0,0,0,0,0,0,0,0
biamjeicpgmdchdkneljephejedfdoij,0,0,0,0,0,0,0,0,0,0,0,0
biamppebohielgnnfniingkbfkopimmf,0,0,0,0,0,0,0,0,0,0,0,0
biaoiacajmgmfnjdgpcclnebfbbfccll,0,0,0,0,0,0,0,0,0,0,0,0
biaopgndhkmljfpcdcikmibmjcppgjcn,0,0,0,0,0,0,0,0,0,1,0,0
bibbcbmdkcmmgpodmahndpfakjfiefnn,0,0,0,0,0,0,0,0,0,1,0,0
bibcfdkcepikgobhndhmlkjmadkmdoaf,0,0,0,0,0,0,0,0,0,1,0,0
bibcmambgkheppahlcghnocnjdbnjlgl,0,0,0,0,0,0,0,0,0,1,0,0
bibdjkcebiliphphjbnkngdjgeklgcdf,0,0,0,0,0,0,0,0,0,1,0,0
bibecgleddbhkpinbldiicgldejgjbkd,0,0,0,0,0,0,0,0,0,1,0,0
bibfbedpleobipmaiaejohhiegjlhcba,0,0,0,0,0,0,0,0,0,1,0,0
bibflidagoglbfkgbbkhcepjibmkeehl,1,0,0,1,0,0,0,0,0,1,0,0
bibjcjfmgapbfoljiojpipaooddpkpai,1,0,0,1,1,0,0,0,0,1,0,0
bibmocmlcdhadgblaekimealfcnafgfn,1,0,0,1,1,1,0,0,0,1,1,0
biccgodmohjplafdhicdhkdeeejcmgia,0,0,0,0,0,0,0,0,0,0,0,0
bicdefpoleoohkhgcbbhambpghigfeid,1,0,0,1,0,0,0,0,0,1,0,0
bicdjcbhlmoldjbdbicikfejdhcjjkbm,0,0,0,0,0,0,0,0,0,1,0,0
bicebchdpeichdlmoaflplakefkjkade,1,0,0,1,0,0,0,0,0,1,0,0
bicibbigfjjdblapkmlmoiiphfkakkdj,0,0,0,0,0,0,0,0,0,1,0,0
bicihfnmkdnfelbedknblndigjejbgcc,0,0,0,0,0,0,0,0,0,1,0,0
bicjakdoagadmopigkdhpnaihjdlecbh,0,0,0,0,0,0,0,0,0,1,0,0
bicjcdinlbclfpmlnaamnkidpfgikjak,0,0,0,0,0,0,0,0,0,1,0,0
bickjlhloaddmjnanlhdcoedebngamnn,1,0,0,1,0,0,0,0,0,1,0,0
bicmnjadilgmlachmkekcpaihcocbnje,0,0,0,0,0,0,0,0,0,1,0,0
bicnajphmidibbdjpidienhainkhfklc,1,0,0,1,0,0,0,0,0,1,0,0
bicolpcamepfepoklahhddkdfponjbnk,0,0,0,0,0,0,0,0,0,1,0,0
bicpendhcinodkbjpbacdeplchpbomca,0,0,0,0,0,0,0,0,0,1,0,0
bidckpnndigbjhmojikkhmejkfkpgoih,0,0,0,0,0,0,0,0,0,1,0,0
bidcnhmidglfaojcifcjnlgeifobcdif,1,1,0,1,1,1,0,0,0,1,0,0
bidcnmfhffpamjhgkemdmjdmnchjnmdf,0,0,0,0,0,0,0,0,0,1,0,0
bidddahndlgibpldmghnjegldfamnmnc,0,0,0,0,0,0,0,0,0,1,0,0
bidejkgpnlgcdncjdjcmlhmpkcpmdeki,0,0,0,0,0,0,0,0,0,1,0,0
bidfcmmghcmcmnnpaehjhlnaeenmemgf,0,0,0,0,0,0,0,0,0,1,0,0
bidfmifdgjicjgehdipmgpdcpfnbbbph,0,0,0,0,0,0,0,0,0,1,0,0
bidggighgeapfnoagdpjjniolldibdfa,1,1,0,1,0,1,0,0,0,1,1,1
bidgnhpoifedmipedpkpcaminggapelg,1,0,0,1,0,0,0,0,0,1,0,0
bidhblgejaeihkcafilickciafjimlcc,1,0,0,1,1,1,0,0,0,1,1,0
